Unnamed: 0,cod,cod2,nome,nome.1,nomeUF,UF,plan,legis,saude,meioamb,polgen,pop,ida,sexo,idade,escolaridade,partido,regiao,ESPVIDA1991,MORT1991,ESPVIDA2000,MORT12000,ESPVIDA2010,MORT12010,IDH1991,IDH2000,IDH2010,GINI1991,GINI2000,GINI2010,Renda1991,Renda2000,Renda2010
896,896,220207,CAJAZEIRAS DO PIAUI,CAJAZEIRAS DO PIAUI,CAJAZEIRAS DO PIAUI - PI,PI,10,-5,7,-7,-10,3438,-5,Masculino,45,superior cpt.,PC do B,Nordeste,68.56,81.15,64.36,44.55,71.35,23.4,493,635,736,0.47,0.61,0.49,62.75,117.84,210.45
897,897,250375,CAJAZEIRINHAS,CAJAZEIRINHAS,CAJAZEIRINHAS - PB,PB,-1,-9,7,-2,-6,3131,-11,Masculino,46,Pós-graduação,PMDB,Nordeste,65.24,21.54,72.41,18.9,74.32,15.8,493,635,735,0.52,0.57,0.5,87.53,134.98,205.12
898,898,350930,CAJOBI,CAJOBI,CAJOBI - SP,SP,-2,-5,1,13,-6,10232,1,Masculino,39,médio cpt.,PSL,Sudeste,55.78,92.5,60.49,62.14,66.45,42.1,505,644,742,0.54,0.56,0.5,213.63,187.71,296.54
899,899,270130,CAJUEIRO,CAJUEIRO,CAJUEIRO - AL,AL,-2,-1,7,-5,42,21480,41,Feminino,55,superior cpt.,PSDB,Nordeste,64.69,82.25,61.26,56.28,69.36,29.8,493,635,735,0.44,0.46,0.49,115.66,127.46,232.85
900,900,220208,CAJUEIRO DA PRAIA,CAJUEIRO DA PRAIA,CAJUEIRO DA PRAIA - PI,PI,6,2,7,-1,-6,7375,8,Feminino,44,Pós-graduação,PSB,Nordeste,63.56,48.43,68.4,33.72,73.26,18.1,493,635,735,0.43,0.59,0.63,66.93,119.32,246.88
901,901,311020,CAJURI,CAJURI,CAJURI - MG,MG,10,-5,1,2,-8,4135,0,Feminino,56,Pós-graduação,PP,Sudeste,61.97,28.2,71.87,19.9,74.52,15.5,493,635,735,0.39,0.52,0.43,113.72,279.76,333.45
902,902,350940,CAJURU,CAJURU,CAJURU - SP,SP,14,10,1,0,-12,24783,13,Masculino,50,Pós-graduação,PSDB,Sudeste,62.28,86.41,61.34,76.17,68.84,30.6,514,654,748,0.52,0.64,0.58,126,121.84,241.57
903,903,260330,CALCADO,CALCADO,CALCADO - PE,PE,-2,-3,7,-6,-29,11223,-33,Masculino,46,fundamental incpt.,PP,Nordeste,59.22,66.18,63.02,47.39,70.51,23.1,492,635,735,0.54,0.52,0.53,99.08,142.25,215.47
904,904,160020,CALCOENE,CALCOENE,CALCOENE - AP,AP,-2,-3,7,3,-7,9793,-2,Feminino,52,médio cpt.,PMDB,Norte,64,25.14,74.57,16.44,77.35,12,492,635,735,0.71,0.61,0.67,264.85,240,417.71
905,905,311030,CALDAS,CALDAS,CALDAS - MG,MG,-2,-7,3,-5,-11,14250,-22,Masculino,24,superior cpt.,PTB,Sudeste,65.14,102.39,60.56,59.14,68.39,32.5,492,635,735,0.61,0.54,0.49,378.09,517.5,627.21
906,906,250380,CALDAS BRANDAO,CALDAS BRANDAO,CALDAS BRANDAO - PB,PB,-1,-3,7,8,-8,5859,3,Feminino,49,médio cpt.,PMDB,Nordeste,71.98,26.31,70.32,26.2,74.89,14.9,492,635,735,0.45,0.47,0.47,102.25,135.39,264.06
907,907,520450,CALDAS NOVAS,CALDAS NOVAS,CALDAS NOVAS - GO,GO,-2,10,7,-2,-5,77899,8,Masculino,43,médio cpt.,PP,Centro-Oeste,72.6,30.22,71.62,23.4,73.86,14.8,497,639,738,0.57,0.56,0.48,213.56,293.23,420.47
908,908,520455,CALDAZINHA,CALDAZINHA,CALDAZINHA - GO,GO,-2,-7,5,3,-6,3540,-7,Masculino,46,médio cpt.,PT,Centro-Oeste,62.11,94.67,63.31,48.34,70.46,26,492,634,735,0.47,0.54,0.44,255.63,488.23,515.56
909,909,290550,CALDEIRAO GRANDE,CALDEIRAO GRANDE,CALDEIRAO GRANDE - BA,BA,-2,-9,7,-1,-10,13465,-15,Masculino,68,médio cpt.,PT,Nordeste,64.69,92.78,61.97,53.45,69.63,29,492,634,735,0.44,0.61,0.55,106.89,122.43,211.26
910,910,220209,CALDEIRAO GRANDE DO PIAUI,CALDEIRAO GRANDE DO PIAUI,CALDEIRAO GRANDE DO PIAUI - PI,PI,-2,-9,7,-7,-21,5742,-32,Masculino,35,superior cpt.,PSB,Nordeste,60.5,40.44,68.45,22.12,74.28,13.7,492,634,735,0.55,0.66,0.53,95.66,138.47,262.36
911,911,410350,CALIFORNIA,CALIFORNIA,CALIFORNIA - PR,PR,-2,2,7,1,-6,8423,2,Feminino,51,Pós-graduação,PSDB,Sul,65.94,37.45,66.97,36.4,71.75,18.6,491,634,735,0.53,0.52,0.5,259.11,405.51,698.38
912,912,420315,CALMON,CALMON,CALMON - SC,SC,-2,2,5,-3,0,3416,2,Feminino,50,Pós-graduação,PDT,Sul,66.45,78.44,61.78,73.83,67.9,33.7,491,634,735,0.58,0.47,0.42,197.62,196.51,373.86
913,913,260340,CALUMBI,CALUMBI,CALUMBI - PE,PE,1,-3,7,2,-25,5754,-18,Masculino,42,médio cpt.,PSB,Nordeste,63.88,80.22,63.08,49.21,71.07,24.2,491,634,735,0.52,0.58,0.54,89.53,135.53,272.66
914,914,290560,CAMACAN,CAMACAN,CAMACAN - BA,BA,-1,4,5,2,-12,33068,-2,Feminino,58,médio cpt.,PP,Nordeste,61.34,67.67,67.45,34.32,72.9,17.37,491,634,735,0.69,0.64,0.6,174.87,258.72,351.84
915,915,290570,CAMACARI,CAMACARI,CAMACARI - BA,BA,12,12,5,2,6,275575,37,Masculino,62,superior cpt.,PT,Nordeste,67.41,38.81,70.38,27.52,75.38,14.8,491,634,735,0.5,0.57,0.53,258.98,334.43,553.18
916,916,311040,CAMACHO,CAMACHO,CAMACHO - MG,MG,-2,-4,5,1,-8,3158,-8,Masculino,65,fundamental cpt.,DEM,Sudeste,65.66,71.4,63.24,48.6,71.18,23.9,491,634,735,0.58,0.39,0.46,208.62,239.88,425.8
917,917,250390,CAMALAU,CAMALAU,CAMALAU - PB,PB,-6,4,1,-7,-6,5917,-14,Masculino,53,médio cpt.,DEM,Nordeste,66.36,54.54,66.62,36.91,67.61,35.3,491,634,735,0.42,0.49,0.46,102.79,145.33,242.92
918,918,290580,CAMAMU,CAMAMU,CAMAMU - BA,BA,-2,12,1,1,-1,37207,11,Feminino,57,fundamental incpt.,PP,Nordeste,66.31,32.52,73.04,20.19,75.22,15,491,634,735,0.54,0.59,0.54,109.38,150.6,264.63
919,919,311050,CAMANDUCAIA,CAMANDUCAIA,CAMANDUCAIA - MG,MG,-2,8,1,-2,-8,21844,-3,Masculino,32,Pós-graduação,PMDB,Sudeste,66.82,43.38,70.13,25.14,74.02,19.5,491,634,735,0.52,0.52,0.5,353.63,506.23,649.49
920,920,500260,CAMAPUA,CAMAPUA,CAMAPUA - MS,MS,2,6,7,5,-10,13770,10,Masculino,47,superior cpt.,DEM,Centro-Oeste,71.69,27.9,72.58,17.8,74.14,14,491,634,734,0.57,0.56,0.49,424.63,462.09,685.77
921,921,430350,CAMAQUA,CAMAQUA,CAMAQUA - RS,RS,-2,10,5,3,-19,65409,-3,Masculino,68,médio cpt.,PP,Sul,63.44,43.09,70.66,34.81,73.28,18.1,491,634,734,0.57,0.55,0.48,389.5,528.6,686.36
922,922,260345,CAMARAGIBE,CAMARAGIBE,CAMARAGIBE - PE,PE,-2,4,1,7,-4,151587,6,Masculino,44,superior incpt.,PSDB,Nordeste,71.69,19.01,72.43,18.1,76.25,11.9,491,634,734,0.53,0.58,0.51,222.34,346.83,473.78
923,923,430355,CAMARGO,CAMARGO,CAMARGO - RS,RS,-1,1,7,4,-6,2701,5,Masculino,47,fundamental incpt.,PT,Sul,65.76,30.43,70.32,18,74.07,14,523,661,754,0.5,0.63,0.55,209.03,318.8,278
924,924,410360,CAMBARA,CAMBARA,CAMBARA - PR,PR,-2,12,3,-5,-17,24928,-9,Masculino,47,Pós-graduação,PSB,Sul,64.56,25.25,72.3,18.3,75.25,12.4,550,683,769,0.54,0.53,0.5,390.55,563.68,798.68
925,925,430360,CAMBARA DO SUL,CAMBARA DO SUL,CAMBARA DO SUL - RS,RS,-2,-4,3,-4,-8,6712,-15,Masculino,45,superior cpt.,PP,Sul,69.01,32.61,72.87,13.15,75.42,12.44,491,634,734,0.51,0.5,0.45,306.81,411.87,643.45
926,926,410370,CAMBE,CAMBE,CAMBE - PR,PR,12,8,7,-5,1,102222,23,Masculino,49,Pós-graduação,PSDB,Sul,73.02,29.1,73.01,12.91,75.09,12.6,523,661,754,0.4,0.42,0.34,294,464.72,554.52
927,927,410380,CAMBIRA,CAMBIRA,CAMBIRA - PR,PR,14,12,3,9,11,7603,49,Masculino,37,fundamental cpt.,PRB,Sul,70.49,33.25,71.98,23.5,76.98,11,491,634,734,0.51,0.52,0.42,260.58,412.58,630.19
928,928,420320,CAMBORIU,CAMBORIU,CAMBORIU - SC,SC,-2,12,5,0,-12,70068,3,Feminino,50,Pós-graduação,PSDB,Sul,68.48,32.81,70.54,17.26,73.51,16.2,491,634,734,0.46,0.46,0.4,385.15,474.88,781.76
929,929,330090,CAMBUCI,CAMBUCI,CAMBUCI - RJ,RJ,-2,-9,1,-2,-6,14862,-18,Masculino,43,médio cpt.,PMDB,Sudeste,66.31,32.32,73.04,20.19,77.33,12,491,634,734,0.62,0.53,0.47,273.93,393.34,524.88
930,930,311060,CAMBUI,CAMBUI,CAMBUI - MG,MG,-2,8,7,-1,-1,28123,11,Masculino,50,superior cpt.,PT,Sudeste,62.79,27.38,74.61,16.35,76.34,13.3,518,657,751,0.52,0.58,0.6,122.12,121.34,148.28
931,931,311070,CAMBUQUIRA,CAMBUQUIRA,CAMBUQUIRA - MG,MG,6,12,5,-1,-10,12997,12,Masculino,36,superior cpt.,PT,Sudeste,63.68,50.31,67.29,36.52,70.21,26.2,491,634,734,0.6,0.59,0.5,324.48,528.65,588.83
932,932,150210,CAMETA,CAMETA,CAMETA - PA,PA,12,8,5,0,-18,127401,7,Masculino,46,superior incpt.,PT,Norte,60.23,92.49,63.94,55.86,68.71,30.5,491,634,734,0.5,0.6,0.58,118.89,138.85,226.99
933,933,230260,CAMOCIM,CAMOCIM,CAMOCIM - CE,CE,-2,12,7,4,-6,61918,15,Feminino,39,superior cpt.,PSB,Nordeste,63.78,81.21,64.67,59.51,69.25,29.2,490,633,734,0.54,0.65,0.56,121.29,196.83,269
934,934,260350,CAMOCIM DE SAO FELIX,CAMOCIM DE SAO FELIX,CAMOCIM DE SAO FELIX - PE,PE,6,-3,7,-2,-9,17980,-1,Masculino,43,superior incpt.,PTB,Nordeste,64.91,44.53,68.69,32.77,74.85,15.6,490,633,734,0.58,0.56,0.53,225.11,233.37,305.53
935,935,311080,CAMPANARIO,CAMPANARIO,CAMPANARIO - MG,MG,-2,-3,1,2,-6,3706,-8,Masculino,52,superior cpt.,PMDB,Sudeste,64.95,26.83,73.18,19.83,75.93,13.9,490,633,734,0.54,0.53,0.44,180.91,271.77,350.46
936,936,311090,CAMPANHA,CAMPANHA,CAMPANHA - MG,MG,1,-5,5,-4,-6,16215,-9,Masculino,41,médio cpt.,PT,Sudeste,60.96,83.56,61.07,59.52,68.73,33.7,490,633,734,0.54,0.56,0.5,324.6,556.15,686.16
937,937,270135,CAMPESTRE,CAMPESTRE,CAMPESTRE - AL,AL,14,-2,1,-5,-32,6925,-24,Masculino,58,médio incpt.,PT do B,Nordeste,63.56,32.52,72.38,21.91,75.59,14.4,490,633,734,0.51,0.49,0.47,117.67,158.19,245.43
938,938,311100,CAMPESTRE,CAMPESTRE,CAMPESTRE - MG,MG,-2,6,7,-2,-3,21340,6,Masculino,61,médio cpt.,PSDB,Sudeste,67.44,17.28,76.93,11.2,78.13,8.9,490,633,733,0.55,0.5,0.52,291.11,453.11,669.87
939,939,430367,CAMPESTRE DA SERRA,CAMPESTRE DA SERRA,CAMPESTRE DA SERRA - RS,RS,-1,-1,7,5,-14,3375,-4,Feminino,56,fundamental cpt.,PMDB,Sul,70.65,32.9,69.77,27.4,72.96,16.1,490,633,734,0.39,0.42,0.31,303.46,447.32,675.91
940,940,520460,CAMPESTRE DE GOIAS,CAMPESTRE DE GOIAS,CAMPESTRE DE GOIAS - GO,GO,-2,-9,3,1,-25,3539,-32,Masculino,42,médio cpt.,PSDB,Centro-Oeste,62.68,57.18,65.23,41.53,71.41,25.1,490,633,734,0.43,0.49,0.42,212.52,302.37,398.5
941,941,210255,CAMPESTRE DO MARANHAO,CAMPESTRE DO MARANHAO,CAMPESTRE DO MARANHAO - MA,MA,1,-9,3,-8,-31,13808,-44,Masculino,26,superior cpt.,PT,Nordeste,70.16,43.62,69.89,18.92,74.76,13.9,490,633,733,0.49,0.6,0.48,110.72,173.64,358
942,942,410390,CAMPINA DA LAGOA,CAMPINA DA LAGOA,CAMPINA DA LAGOA - PR,PR,4,6,3,-1,-6,15463,6,Feminino,42,médio cpt.,PRTB,Sul,72.27,25.25,71.88,19.1,75.91,11.6,490,633,733,0.55,0.61,0.46,214.35,376.46,540.04
943,943,430370,CAMPINA DAS MISSOES,CAMPINA DAS MISSOES,CAMPINA DAS MISSOES - RS,RS,-2,2,5,4,-6,6156,3,Masculino,51,médio cpt.,PMDB,Sul,60.06,33.52,69.56,24.5,75.77,13.6,515,654,749,0.47,0.48,0.46,103.08,138.93,245.71
944,944,350945,CAMPINA DO MONTE ALEGRE,CAMPINA DO MONTE ALEGRE,CAMPINA DO MONTE ALEGRE - SP,SP,2,-5,3,2,-6,5836,-4,Masculino,50,fundamental incpt.,PSDB,Sudeste,72.03,51.05,67.52,24.33,72.49,16.3,490,633,733,0.59,0.49,0.53,317.55,399.82,575.66
945,945,410395,CAMPINA DO SIMAO,CAMPINA DO SIMAO,CAMPINA DO SIMAO - PR,PR,2,4,5,7,-12,4130,6,Masculino,45,médio cpt.,PT,Sul,68,66.31,68.02,32.57,73.73,17.3,490,633,733,0.54,0.52,0.5,155,229.43,330.48
946,946,250400,CAMPINA GRANDE,CAMPINA GRANDE,CAMPINA GRANDE - PB,PB,12,6,7,-6,31,400002,50,Masculino,47,Pós-graduação,PSDB,Nordeste,69.73,31.66,73.26,12.48,76.58,10.7,490,633,733,0.61,0.62,0.58,302.81,449.24,630.03
947,947,410400,CAMPINA GRANDE DO SUL,CAMPINA GRANDE DO SUL,CAMPINA GRANDE DO SUL - PR,PR,-1,10,9,-5,-2,41060,11,Masculino,58,médio cpt.,PSB,Sul,63.56,23.72,74.8,15.91,77.06,12.3,490,633,733,0.52,0.49,0.44,343.64,426.01,671.29
948,948,311110,CAMPINA VERDE,CAMPINA VERDE,CAMPINA VERDE - MG,MG,-2,8,3,-3,-6,19959,0,Masculino,58,superior incpt.,PP,Sudeste,66.84,30.2,69.98,27,74.12,14.4,490,632,733,0.53,0.58,0.47,321.67,541.66,681.73
949,949,520465,CAMPINACU,CAMPINACU,CAMPINACU - GO,GO,-2,1,3,1,-8,3745,-5,Masculino,46,médio cpt.,PSD,Centro-Oeste,70.64,37.2,66.73,35.18,73.17,18.4,490,633,733,0.52,0.51,0.49,203.1,248.24,438.93
950,950,510260,CAMPINAPOLIS,CAMPINAPOLIS,CAMPINAPOLIS - MT,MT,14,-3,5,0,-8,14827,8,Masculino,36,superior cpt.,PSB,Centro-Oeste,63.15,23.6,73.07,18.06,76.59,11.81,490,633,733,0.61,0.6,0.69,217.62,280.44,328.15
951,951,350950,CAMPINAS,CAMPINAS,CAMPINAS - SP,SP,1,12,3,-2,-11,1144862,3,Masculino,48,superior incpt.,PSB,Sudeste,57.56,84.9,63.19,48.77,71.55,23.3,618,741,810,0.45,0.51,0.43,125.8,163.3,259.03
952,952,220210,CAMPINAS DO PIAUI,CAMPINAS DO PIAUI,CAMPINAS DO PIAUI - PI,PI,-2,-5,7,0,-8,5489,-8,Masculino,49,superior cpt.,PTB,Nordeste,64.56,22.24,72.78,17.4,75.49,12.1,490,633,733,0.5,0.62,0.55,96.54,109.8,209
953,953,430380,CAMPINAS DO SUL,CAMPINAS DO SUL,CAMPINAS DO SUL - RS,RS,10,-1,1,8,-7,5658,11,Masculino,53,superior cpt.,PMDB,Sul,68.95,29.63,69.38,28.4,75.43,12.6,535,668,760,0.51,0.52,0.39,166.44,343.88,442.45
954,954,520470,CAMPINORTE,CAMPINORTE,CAMPINORTE - GO,GO,6,-1,1,1,-6,11807,1,Masculino,52,fundamental incpt.,PSB,Centro-Oeste,56.2,65.65,64.85,44.22,69.5,31.1,490,632,733,0.6,0.54,0.49,215.67,325.63,567.41
955,955,270140,CAMPO ALEGRE,CAMPO ALEGRE,CAMPO ALEGRE - AL,AL,1,8,3,-4,-24,55161,-16,Feminino,37,superior incpt.,PSDB,Nordeste,68.37,30.53,71.72,24,75.69,12.6,489,632,733,0.45,0.53,0.47,140.4,147.16,217.72
956,956,420330,CAMPO ALEGRE,CAMPO ALEGRE,CAMPO ALEGRE - SC,SC,12,12,7,-1,-6,11972,24,Masculino,53,médio cpt.,DEM,Sul,72.66,28.27,69.94,27.1,73.68,15,489,632,733,0.49,0.49,0.41,251.78,435.48,539.9
957,957,520480,CAMPO ALEGRE DE GOIAS,CAMPO ALEGRE DE GOIAS,CAMPO ALEGRE DE GOIAS - GO,GO,-2,-1,-1,-4,-10,6631,-18,Masculino,33,Pós-graduação,PMDB,Centro-Oeste,61.34,82.17,63.88,46.26,71.68,22.5,489,632,733,0.75,0.7,0.46,564.82,596.02,632.7
958,958,290590,CAMPO ALEGRE DE LOURDES,CAMPO ALEGRE DE LOURDES,CAMPO ALEGRE DE LOURDES - BA,BA,-2,4,7,-2,2,29812,9,Feminino,52,médio cpt.,PSD,Nordeste,60.44,88.23,62.57,51.12,70.69,25.8,489,632,733,0.84,0.61,0.61,174.75,185.85,199.01
959,959,220211,CAMPO ALEGRE DO FIDALGO,CAMPO ALEGRE DO FIDALGO,CAMPO ALEGRE DO FIDALGO - PI,PI,0,-7,3,-8,-8,4851,-20,Masculino,46,fundamental incpt.,PSB,Nordeste,69.15,41.32,67.04,38.39,72.96,18.7,489,632,733,0.42,0.67,0.65,64.97,96.2,213.61
960,960,311115,CAMPO AZUL,CAMPO AZUL,CAMPO AZUL - MG,MG,-1,-7,-1,-1,-12,3821,-22,Masculino,40,médio cpt.,PT,Sudeste,61.34,29.12,73.48,19.07,77.1,12.3,489,632,733,0.66,0.58,0.48,194.47,216.94,244.97
961,961,311120,CAMPO BELO,CAMPO BELO,CAMPO BELO - MG,MG,-1,10,9,0,-3,53656,15,Masculino,45,superior cpt.,PSDB,Sudeste,70.49,39.13,68.95,30.8,71.05,19.9,489,632,733,0.75,0.7,0.46,564.82,596.02,632.7
962,962,420340,CAMPO BELO DO SUL,CAMPO BELO DO SUL,CAMPO BELO DO SUL - SC,SC,2,8,9,4,-6,7419,17,Masculino,47,superior cpt.,PMDB,Sul,71.69,16.45,74.07,15.3,76.11,11.3,489,632,733,0.57,0.52,0.46,150.81,294.73,450.29
963,963,430390,CAMPO BOM,CAMPO BOM,CAMPO BOM - RS,RS,4,4,5,7,-6,63339,14,Masculino,53,superior cpt.,PMDB,Sul,71.46,42.22,68.05,23.05,73.78,14.4,536,669,761,0.49,0.46,0.46,372.53,488.09,814.39
964,964,410405,CAMPO BONITO,CAMPO BONITO,CAMPO BONITO - PR,PR,-2,4,9,-5,-6,4361,0,Masculino,50,médio cpt.,PP,Sul,65.84,87.01,62.12,52.88,68.58,31.9,489,632,733,0.58,0.52,0.48,192.39,241.69,585.04
965,965,251640,CAMPO DE SANTANA,CAMPO DE SANTANA,CAMPO DE SANTANA - PB,PB,6,-6,5,1,-6,10665,0,Masculino,39,superior cpt.,PMDB,Nordeste,65.33,48.56,69.77,27.54,72.57,20.3,261,396,572,0.47,0.67,0.49,197.44,445.65,482.31
966,966,280100,CAMPO DO BRITO,CAMPO DO BRITO,CAMPO DO BRITO - SE,SE,-2,-9,1,-6,-4,17594,-20,Masculino,38,médio cpt.,PSB,Nordeste,67.41,35.41,72.25,22.25,74.61,15.9,489,632,732,0.58,0.55,0.54,163.73,216.94,391.94
967,967,311130,CAMPO DO MEIO,CAMPO DO MEIO,CAMPO DO MEIO - MG,MG,6,12,9,4,1,11831,32,Masculino,43,superior cpt.,PSDB,Sudeste,66.32,42.97,69.19,20.44,73.34,15,489,632,732,0.47,0.48,0.42,293.91,391.69,472.71
968,968,410410,CAMPO DO TENENTE,CAMPO DO TENENTE,CAMPO DO TENENTE - PR,PR,-2,6,5,-8,-6,7550,-5,Masculino,41,médio cpt.,PMDB,Sul,70.39,36.98,70.49,26.9,72.21,17.9,489,631,732,0.48,0.49,0.49,188.7,284.74,488.06
969,969,420350,CAMPO ERE,CAMPO ERE,CAMPO ERE - SC,SC,-2,-1,3,-3,-12,9203,-15,Masculino,46,Pós-graduação,PT,Sul,69.04,29.16,71.28,24.92,76.46,12.6,489,631,732,0.54,0.59,0.51,193.18,334.69,631.08
970,970,311140,CAMPO FLORIDO,CAMPO FLORIDO,CAMPO FLORIDO - MG,MG,2,-5,1,-8,-6,7444,-16,Masculino,60,médio cpt.,PP,Sudeste,63.13,91.84,62.63,50.89,69.94,27.6,507,646,743,0.49,0.48,0.57,85.12,135.15,211.44
971,971,290600,CAMPO FORMOSO,CAMPO FORMOSO,CAMPO FORMOSO - BA,BA,-2,-4,9,8,-14,71507,-3,Masculino,36,superior cpt.,PR,Nordeste,62.24,83.93,63.2,50.57,69.35,31.6,489,631,732,0.57,0.63,0.57,105.25,178.76,270.05
972,972,270150,CAMPO GRANDE,CAMPO GRANDE,CAMPO GRANDE - AL,AL,-1,-3,1,-7,-21,9631,-31,Masculino,25,superior incpt.,PP,Nordeste,69.89,32.64,70.43,24.44,75.62,16.48,488,631,732,0.54,0.68,0.58,73.75,114.38,181.54
973,973,500270,CAMPO GRANDE,CAMPO GRANDE,CAMPO GRANDE - MS,MS,-2,12,7,6,-16,832350,7,Masculino,47,superior cpt.,PP,Centro-Oeste,65.27,72.06,62.93,49.76,68.23,33.6,572,704,784,0.55,0.56,0.5,397.32,583.96,674.5
974,974,220213,CAMPO GRANDE DO PIAUI,CAMPO GRANDE DO PIAUI,CAMPO GRANDE DO PIAUI - PI,PI,-2,-7,5,-4,-17,5746,-25,Masculino,46,Pós-graduação,PP,Nordeste,69.76,31.66,73.01,12.91,76.21,12.16,488,631,732,0.43,0.5,0.48,105.39,122.69,237.66
975,975,410420,CAMPO LARGO,CAMPO LARGO,CAMPO LARGO - PR,PR,10,4,1,-1,-10,120730,4,Masculino,66,Pós-graduação,PT,Sul,57.56,95.82,62.89,49.93,70.98,24.9,509,649,745,0.5,0.54,0.46,242.39,374.46,547.26
976,976,220217,CAMPO LARGO DO PIAUI,CAMPO LARGO DO PIAUI,CAMPO LARGO DO PIAUI - PI,PI,-1,-7,5,-7,-8,7016,-18,Masculino,36,médio cpt.,PMDB,Nordeste,75.57,27.3,70.76,25.2,74.75,13.5,488,631,732,0.43,0.51,0.54,49.23,78.44,158.02
977,977,520485,CAMPO LIMPO DE GOIAS,CAMPO LIMPO DE GOIAS,CAMPO LIMPO DE GOIAS - GO,GO,-2,-5,7,-4,-8,6821,-12,Masculino,63,médio incpt.,PSDB,Centro-Oeste,60.32,30.55,73.28,17.4,75.4,14.1,488,631,732,0.45,0.53,0.42,236.95,301.89,467.42
978,978,350960,CAMPO LIMPO PAULISTA,CAMPO LIMPO PAULISTA,CAMPO LIMPO PAULISTA - SP,SP,-2,10,7,4,2,79091,21,Masculino,70,superior cpt.,PR,Sudeste,71.18,39.46,70.19,18.28,74.66,13.2,550,683,769,0.47,0.55,0.42,334.3,492.76,554.16
979,979,410425,CAMPO MAGRO,CAMPO MAGRO,CAMPO MAGRO - PR,PR,4,6,5,5,-6,26755,14,Masculino,69,médio cpt.,DEM,Sul,64.69,57.04,67.36,34.57,72.58,20.5,488,631,732,0.43,0.5,0.38,329.26,449.09,567.04
980,980,220220,CAMPO MAIOR,CAMPO MAIOR,CAMPO MAIOR - PI,PI,12,6,5,0,-8,45827,15,Masculino,42,médio cpt.,PT,Nordeste,71.71,31.9,71.57,20.92,75.44,12.1,488,631,732,0.6,0.56,0.53,190.9,237.51,401.74
981,981,410430,CAMPO MOURAO,CAMPO MOURAO,CAMPO MOURAO - PR,PR,0,8,7,7,5,91648,27,Feminino,46,superior cpt.,PR,Sul,68.44,28.66,71.37,20,76.94,10.3,542,675,764,0.5,0.53,0.52,438.75,611.77,853.87
982,982,430400,CAMPO NOVO,CAMPO NOVO,CAMPO NOVO - RS,RS,-2,3,3,-7,-5,5404,-8,Masculino,50,médio cpt.,PSDB,Sul,60.79,50.16,65.95,31.02,71.34,22.2,488,631,732,0.57,0.56,0.48,245.59,343.14,539.04
983,983,110070,CAMPO NOVO DE RONDONIA,CAMPO NOVO DE RONDONIA,CAMPO NOVO DE RONDONIA - RO,RO,6,0,7,-7,-6,13939,0,Masculino,50,superior cpt.,PV,Norte,72.73,26.47,69.86,25.75,74.15,16.7,488,631,732,0.5,0.67,0.67,174.67,385.24,507.69
984,984,510263,CAMPO NOVO DO PARECIS,CAMPO NOVO DO PARECIS,CAMPO NOVO DO PARECIS - MT,MT,12,12,9,-7,11,30335,37,Masculino,55,superior cpt.,PMDB,Centro-Oeste,55.2,80.09,65.76,47.18,70.47,25.3,495,637,737,0.28,0.49,0.47,89.16,103.17,241.7
985,985,240210,CAMPO REDONDO,CAMPO REDONDO,CAMPO REDONDO - RN,RN,0,-7,1,-7,-19,10879,-32,Masculino,49,superior cpt.,PMN,Nordeste,72.41,20.67,72.15,19.82,75.06,15.3,488,631,732,0.47,0.56,0.56,111.74,170.89,251.73
986,986,510267,CAMPO VERDE,CAMPO VERDE,CAMPO VERDE - MT,MT,-2,12,5,-1,-4,35578,10,Masculino,49,superior cpt.,PTB,Centro-Oeste,65.64,27.4,74.61,16.36,76.62,13,521,660,753,0.58,0.57,0.58,381.21,560.59,854.27
987,987,311150,CAMPOS ALTOS,CAMPOS ALTOS,CAMPOS ALTOS - MG,MG,-2,-1,5,6,-8,14964,0,Masculino,47,médio cpt.,PSD,Sudeste,72.14,36.06,68.22,31.2,73.87,14.8,488,630,732,0.55,0.52,0.4,359.83,490.98,587.21
988,988,520490,CAMPOS BELOS,CAMPOS BELOS,CAMPOS BELOS - GO,GO,-2,-5,7,-5,-6,19282,-11,Masculino,70,superior cpt.,DEM,Centro-Oeste,72.27,24.07,70.03,22.6,74.16,13.9,488,630,732,0.59,0.6,0.55,266.41,290.2,487.96
989,989,430410,CAMPOS BORGES,CAMPOS BORGES,CAMPOS BORGES - RS,RS,12,4,1,-3,-13,3559,1,Feminino,35,fundamental incpt.,PMDB,Sul,66.34,22.97,72.49,19.02,74.49,16.2,487,630,732,0.53,0.55,0.46,200.71,430.77,637.46
990,990,510268,CAMPOS DE JULIO,CAMPOS DE JULIO,CAMPOS DE JULIO - MT,MT,-2,10,7,0,-6,5778,9,Masculino,55,médio cpt.,PSD,Centro-Oeste,57.81,25.21,70.69,22.1,76.1,13.1,507,646,744,0.58,0.58,0.52,205.37,210.85,337.28
991,991,350970,CAMPOS DO JORDAO,CAMPOS DO JORDAO,CAMPOS DO JORDAO - SP,SP,-2,12,7,-5,-6,50221,6,Masculino,39,superior cpt.,PSDB,Sudeste,69.45,36.09,70.06,18.21,74.82,14.72,516,655,749,0.47,0.6,0.55,115.07,159.43,304.61
