cod,2012,sexo,idade,escolaridade,partido,regiao,cidade
231130,Não,Masculino,52, médio cpt.,PRB,Nordeste,QUIXADA
231135,Não,Feminino,56, superior cpt.,PT,Nordeste,QUIXELO
231140,Não,Masculino,42, médio cpt.,PSD,Nordeste,QUIXERAMOBIM
231150,Não,Masculino,57, superior cpt.,PSB,Nordeste,QUIXERE
231160,Não,Masculino,53, superior incpt.,PDT,Nordeste,REDENCAO
231170,Não,Masculino,50, superior cpt.,PSB,Nordeste,RERIUTABA
231180,Não,Masculino,63, superior cpt.,PRB,Nordeste,RUSSAS
231190,Sim,Masculino,57, superior cpt.,PSDB,Nordeste,SABOEIRO
231195,Não,Masculino,35, médio cpt.,PT,Nordeste,SALITRE
231200,Não,Masculino,39, superior cpt.,PC do B,Nordeste,SANTANA DO ACARAU
231210,Não,Feminino,41, médio cpt.,PSL,Nordeste,SANTANA DO CARIRI
231220,Não,Masculino,39,Pós-graduação,PMDB,Nordeste,SANTA QUITERIA
231230,Não,Masculino,35, superior cpt.,PC do B,Nordeste,SAO BENEDITO
231240,Não,Masculino,45, superior cpt.,PSB,Nordeste,SAO GONCALO DO AMARANTE
231250,Não,Masculino,53, superior cpt.,PRB,Nordeste,SAO JOAO DO JAGUARIBE
231260,Não,Feminino,36, superior cpt.,PSDC,Nordeste,SAO LUIS DO CURU
231270,Não,Masculino,31, superior incpt.,PT,Nordeste,SENADOR POMPEU
231280,Sim,Masculino,34, superior cpt.,PSDB,Nordeste,SENADOR SA
231290,Sim,Masculino,55, superior cpt.,PT,Nordeste,SOBRAL
231300,Não,Masculino,47, superior cpt.,PRB,Nordeste,SOLONOPOLE
231310,Não,Masculino,55,Pós-graduação,PT,Nordeste,TABULEIRO DO NORTE
231320,Não,Masculino,47, superior cpt.,PSB,Nordeste,TAMBORIL
231325,Não,Feminino,36,Pós-graduação,PSB,Nordeste,TARRAFAS
231330,Não,Feminino,47, superior cpt.,PMDB,Nordeste,TAUA
231335,Não,Masculino,35, superior cpt.,PDT,Nordeste,TEJUCUOCA
231340,Não,Masculino,51, médio cpt.,PSB,Nordeste,TIANGUA
231350,Não,Masculino,55, superior cpt.,PMDB,Nordeste,TRAIRI
231355,Sim,Masculino,55, médio incpt.,PSDB,Nordeste,TURURU
231360,Não,Masculino,59, médio cpt.,PP,Nordeste,UBAJARA
231370,Não,Feminino,49, fundamental incpt.,PR,Nordeste,UMARI
231375,Sim,Masculino,34, médio cpt.,PSD,Nordeste,UMIRIM
231380,Não,Masculino,30, superior incpt.,PSD,Nordeste,URUBURETAMA
231390,Não,Masculino,37,Pós-graduação,PSB,Nordeste,URUOCA
231395,Sim,Feminino,44, médio cpt.,PMDB,Nordeste,VARJOTA
231400,Não,Masculino,52, superior cpt.,PSD,Nordeste,VARZEA ALEGRE
231410,Não,Masculino,22, superior incpt.,PSDB,Nordeste,VICOSA DO CEARA
240010,Não,Masculino,40, médio cpt.,PMDB,Nordeste,ACARI
240020,Sim,Masculino,34, superior cpt.,PP,Nordeste,ACU
240030,Sim,Masculino,53, superior cpt.,PSD,Nordeste,AFONSO BEZERRA
240040,Não,Feminino,26, superior incpt.,PMDB,Nordeste,AGUA NOVA
240050,Não,Masculino,66,Pós-graduação,PSB,Nordeste,ALEXANDRIA
240060,Sim,Masculino,29, superior cpt.,PMDB,Nordeste,ALMINO AFONSO
240070,Não,Masculino,64, médio cpt.,DEM,Nordeste,ALTO DO RODRIGUES
240080,Não,Masculino,50, superior cpt.,DEM,Nordeste,ANGICOS
240090,Não,Masculino,49, superior cpt.,PSD,Nordeste,ANTONIO MARTINS
240100,Não,Masculino,41, superior cpt.,PC do B,Nordeste,APODI
240110,Não,Feminino,32, superior cpt.,PMDB,Nordeste,AREIA BRANCA
240120,Não,Masculino,77, fundamental incpt.,DEM,Nordeste,ARES
240130,Sim,Masculino,55, superior cpt.,PMDB,Nordeste,AUGUSTO SEVERO
240140,Sim,Masculino,54, superior cpt.,PSB,Nordeste,BAIA FORMOSA
240145,Não,Masculino,48, superior cpt.,PR,Nordeste,BARAUNA
240150,Sim,Masculino,58, médio cpt.,PMDB,Nordeste,BARCELONA
240160,Sim,Masculino,59, superior cpt.,PP,Nordeste,BENTO FERNANDES
240165,Não,Masculino,56, médio cpt.,DEM,Nordeste,BODO
240170,Sim,Masculino,47, médio incpt.,PMDB,Nordeste,BOM JESUS
240180,Não,Feminino,53,Pós-graduação,PR,Nordeste,BREJINHO
240185,Não,Masculino,43, superior incpt.,PP,Nordeste,CAICARA DO NORTE
240190,Não,Feminino,28, superior cpt.,DEM,Nordeste,CAICARA DO RIO DO VENTO
240200,Não,Masculino,53, superior cpt.,PMDB,Nordeste,CAICO
240210,Não,Masculino,49, superior cpt.,PMN,Nordeste,CAMPO REDONDO
240220,Não,Feminino,55, superior cpt.,PSD,Nordeste,CANGUARETAMA
240230,Sim,Masculino,57, médio incpt.,PMDB,Nordeste,CARAUBAS
240240,Não,Masculino,47, superior cpt.,PSB,Nordeste,CARNAUBA DOS DANTAS
240250,Sim,Masculino,54, superior cpt.,PSB,Nordeste,CARNAUBAIS
240260,Sim,Masculino,50, superior cpt.,PR,Nordeste,CEARA-MIRIM
240270,Sim,Masculino,53, superior incpt.,DEM,Nordeste,CERRO CORA
240280,Não,Masculino,48, médio cpt.,PSB,Nordeste,CORONEL EZEQUIEL
240290,Sim,Masculino,61, médio cpt.,PP,Nordeste,CORONEL JOAO PESSOA
240300,Não,Masculino,42, médio cpt.,PMDB,Nordeste,CRUZETA
240310,Não,Masculino,61, superior cpt.,PR,Nordeste,CURRAIS NOVOS
240320,Não,Feminino,48, superior cpt.,PP,Nordeste,DOUTOR SEVERIANO
240325,Sim,Masculino,68, superior cpt.,PDT,Nordeste,PARNAMIRIM
240330,Sim,Masculino,43, superior cpt.,DEM,Nordeste,ENCANTO
240340,Não,Feminino,45,Pós-graduação,DEM,Nordeste,EQUADOR
240350,Sim,Masculino,76, superior cpt.,PMDB,Nordeste,ESPIRITO SANTO
240360,Sim,Masculino,47, superior cpt.,PMDB,Nordeste,EXTREMOZ
240370,Não,Masculino,50, superior cpt.,PSD,Nordeste,FELIPE GUERRA
240375,Não,Masculino,36, médio cpt.,PMDB,Nordeste,FERNANDO PEDROZA
240380,Não,Masculino,44, médio cpt.,PSD,Nordeste,FLORANIA
240390,Sim,Masculino,46, superior incpt.,PTB,Nordeste,FRANCISCO DANTAS
240400,Sim,Masculino,55, superior cpt.,PSB,Nordeste,FRUTUOSO GOMES
240410,Não,Feminino,36, médio cpt.,PSD,Nordeste,GALINHOS
240420,Sim,Masculino,44, médio cpt.,PMDB,Nordeste,GOIANINHA
240430,Não,Masculino,35,Pós-graduação,DEM,Nordeste,GOVERNADOR DIX-SEPT ROSADO
240440,Não,Masculino,39, médio incpt.,PMDB,Nordeste,GROSSOS
240450,Não,Masculino,41, médio cpt.,PMDB,Nordeste,GUAMARE
240460,Não,Masculino,27, superior incpt.,PSD,Nordeste,IELMO MARINHO
240470,Sim,Masculino,48, superior cpt.,PT,Nordeste,IPANGUACU
240480,Não,Masculino,59,Pós-graduação,DEM,Nordeste,IPUEIRA
240485,Não,Masculino,50, fundamental incpt.,PSB,Nordeste,ITAJA
240490,Não,Masculino,32, superior cpt.,DEM,Nordeste,ITAU
240500,Não,Masculino,42, médio incpt.,DEM,Nordeste,JACANA
240510,Não,Masculino,51, médio cpt.,PR,Nordeste,JANDAIRA
240520,Não,Feminino,30, superior cpt.,PSDB,Nordeste,JANDUIS
240530,Não,Masculino,33,Pós-graduação,PSD,Nordeste,JANUARIO CICCO
240540,Sim,Masculino,48, médio cpt.,PSB,Nordeste,JAPI
240550,Não,Feminino,43, superior cpt.,PMDB,Nordeste,JARDIM DE ANGICOS
240560,Não,Masculino,54, médio cpt.,PSD,Nordeste,JARDIM DE PIRANHAS
240570,Sim,Masculino,36, superior cpt.,PMDB,Nordeste,JARDIM DO SERIDO
240580,Sim,Masculino,66, fundamental cpt.,DEM,Nordeste,JOAO CAMARA
240590,Não,Masculino,33, fundamental cpt.,PMN,Nordeste,JOAO DIAS
240600,Não,Masculino,44, médio cpt.,PMN,Nordeste,JOSE DA PENHA
240610,Não,Masculino,23, superior incpt.,PMDB,Nordeste,JUCURUTU
240615,Não,Masculino,42, médio cpt.,PMDB,Nordeste,JUNDIA
240620,Sim,Masculino,30, médio cpt.,PR,Nordeste,LAGOA D'ANTA
240630,Não,Masculino,39, médio cpt.,DEM,Nordeste,LAGOA DE PEDRAS
240640,Não,Masculino,28, médio cpt.,DEM,Nordeste,LAGOA DE VELHOS
240650,Não,Masculino,43, médio cpt.,DEM,Nordeste,LAGOA NOVA
240660,Sim,Masculino,41, fundamental incpt.,PSB,Nordeste,LAGOA SALGADA
240670,Sim,Masculino,47, superior cpt.,PMDB,Nordeste,LAJES
240680,Sim,Masculino,51, superior cpt.,PR,Nordeste,LAJES PINTADAS
240690,Sim,Masculino,39, superior incpt.,PSB,Nordeste,LUCRECIA
240700,Sim,Masculino,58, superior cpt.,PPS,Nordeste,LUIS GOMES
240710,Não,Masculino,52, superior cpt.,PMN,Nordeste,MACAIBA
240720,Não,Feminino,41, superior cpt.,PMDB,Nordeste,MACAU
240725,Não,Masculino,32, superior cpt.,PMDB,Nordeste,MAJOR SALES
240730,Sim,Masculino,48,Pós-graduação,PR,Nordeste,MARCELINO VIEIRA
240740,Não,Feminino,51, superior cpt.,DEM,Nordeste,MARTINS
240750,Sim,Feminino,44, médio cpt.,PSDB,Nordeste,MAXARANGUAPE
240760,Não,Masculino,23, superior incpt.,PSTU,Nordeste,MESSIAS TARGINO
240770,Não,Masculino,34, médio cpt.,PSD,Nordeste,MONTANHAS
240780,Não,Masculino,59, superior cpt.,PMDB,Nordeste,MONTE ALEGRE
240790,Não,Masculino,23, superior incpt.,PMN,Nordeste,MONTE DAS GAMELEIRAS
240800,Não,Feminino,48,Pós-graduação,DEM,Nordeste,MOSSORO
240810,Não,Masculino,54,Pós-graduação,PDT,Nordeste,NATAL
240820,Não,Feminino,26,Pós-graduação,DEM,Nordeste,NISIA FLORESTA
240830,Não,Masculino,63,Pós-graduação,PSB,Nordeste,NOVA CRUZ
240840,Não,Masculino,32,Pós-graduação,PMDB,Nordeste,OLHO-D'AGUA DO BORGES
240850,Não,Feminino,38, superior cpt.,PT,Nordeste,OURO BRANCO
240860,Não,Feminino,44, superior cpt.,PMDB,Nordeste,PARANA
240870,Não,Masculino,35, superior cpt.,PSD,Nordeste,PARAU
240880,Não,Masculino,49, médio cpt.,PR,Nordeste,PARAZINHO
240890,Sim,Masculino,44,Pós-graduação,PT,Nordeste,PARELHAS
240895,Não,Masculino,36, médio cpt.,DEM,Nordeste,RIO DO FOGO
240910,Sim,Masculino,53, superior cpt.,PMDB,Nordeste,PASSA E FICA
240920,Não,Masculino,51, fundamental cpt.,DEM,Nordeste,PASSAGEM
240930,Sim,Feminino,48, médio cpt.,PSB,Nordeste,PATU
240933,Não,Feminino,32,Pós-graduação,PMDB,Nordeste,SANTA MARIA
240940,Não,Masculino,40,Pós-graduação,DEM,Nordeste,PAU DOS FERROS
240950,Sim,Masculino,52, médio cpt.,PMDB,Nordeste,PEDRA GRANDE
240960,Não,Masculino,36, médio cpt.,PSDB,Nordeste,PEDRA PRETA
240970,Não,Feminino,48, superior cpt.,PMDB,Nordeste,PEDRO AVELINO
240980,Não,Masculino,69, superior cpt.,PSD,Nordeste,PEDRO VELHO
240990,Sim,Masculino,50, médio cpt.,PMDB,Nordeste,PENDENCIAS
241000,Sim,Masculino,45, superior cpt.,PMDB,Nordeste,PILOES
241010,Sim,Masculino,51, médio cpt.,PSD,Nordeste,POCO BRANCO
241020,Não,Masculino,57, superior cpt.,PP,Nordeste,PORTALEGRE
241025,Sim,Masculino,53, fundamental incpt.,PMDB,Nordeste,PORTO DO MANGUE
241030,Não,Feminino,39, superior cpt.,PMN,Nordeste,PRESIDENTE JUSCELINO
241040,Não,Feminino,57, médio cpt.,PT,Nordeste,PUREZA
241050,Sim,Masculino,27, superior incpt.,PMDB,Nordeste,RAFAEL FERNANDES
241060,Sim,Masculino,52, superior cpt.,PSB,Nordeste,RAFAEL GODEIRO
241070,Não,Feminino,51,Pós-graduação,DEM,Nordeste,RIACHO DA CRUZ
241080,Não,Masculino,34,Pós-graduação,PSB,Nordeste,RIACHO DE SANTANA
241090,Não,Feminino,30,Pós-graduação,PSB,Nordeste,RIACHUELO
241100,Não,Masculino,48, médio incpt.,PR,Nordeste,RODOLFO FERNANDES
241105,Não,Masculino,38, médio incpt.,PSD,Nordeste,TIBAU
241110,Sim,Feminino,44, superior cpt.,PMDB,Nordeste,RUY BARBOSA
241120,Não,Feminino,48, superior cpt.,PMDB,Nordeste,SANTA CRUZ
241140,Não,Feminino,35, superior cpt.,DEM,Nordeste,SANTANA DO MATOS
241142,Não,Masculino,38, superior cpt.,PMDB,Nordeste,SANTANA DO SERIDO
241150,Não,Masculino,43, médio cpt.,PMDB,Nordeste,SANTO ANTONIO
241160,Não,Masculino,41, médio incpt.,PSD,Nordeste,SAO BENTO DO NORTE
241170,Não,Feminino,47, superior cpt.,PCB,Nordeste,SAO BENTO DO TRAIRI
241180,Sim,Masculino,49, superior cpt.,PSB,Nordeste,SAO FERNANDO
241190,Sim,Feminino,44, médio cpt.,PTB,Nordeste,SAO FRANCISCO DO OESTE
241200,Sim,Masculino,62, superior cpt.,PR,Nordeste,SAO GONCALO DO AMARANTE
241210,Sim,Masculino,55, superior cpt.,PMDB,Nordeste,SAO JOAO DO SABUGI
241220,Não,Masculino,68, médio cpt.,PMDB,Nordeste,SAO JOSE DE MIPIBU
241230,Não,Feminino,44, superior cpt.,PMN,Nordeste,SAO JOSE DO CAMPESTRE
241240,Sim,Masculino,52, superior cpt.,PMDB,Nordeste,SAO JOSE DO SERIDO
241250,Não,Masculino,59, superior cpt.,PP,Nordeste,SAO MIGUEL
241255,Não,Feminino,46, superior cpt.,PMDB,Nordeste,SAO MIGUEL DO GOSTOSO
241260,Não,Masculino,47, superior cpt.,PSD,Nordeste,SAO PAULO DO POTENGI
241270,Não,Feminino,57, médio cpt.,PR,Nordeste,SAO PEDRO
241280,Sim,Masculino,57, superior cpt.,PPS,Nordeste,SAO RAFAEL
241290,Não,Masculino,47, superior cpt.,PMDB,Nordeste,SAO TOME
241300,Não,Masculino,39, médio cpt.,PMDB,Nordeste,SAO VICENTE
241310,Sim,Masculino,52, superior incpt.,PMDB,Nordeste,SENADOR ELOI DE SOUZA
241320,Não,Masculino,50,Pós-graduação,PMDB,Nordeste,SENADOR GEORGINO AVELINO
241330,Não,Masculino,48, médio cpt.,PSD,Nordeste,SERRA DE SAO BENTO
241335,Não,Masculino,31, superior cpt.,PMDB,Nordeste,SERRA DO MEL
241340,Não,Masculino,66, superior incpt.,PT,Nordeste,SERRA NEGRA DO NORTE
241350,Sim,Masculino,45, superior cpt.,PMDB,Nordeste,SERRINHA
241355,Não,Feminino,37,Pós-graduação,PT,Nordeste,SERRINHA DOS PINTOS
241360,Não,Masculino,43,Pós-graduação,PSD,Nordeste,SEVERIANO MELO
241370,Não,Masculino,47, médio cpt.,PR,Nordeste,SITIO NOVO
241380,Não,Feminino,40, médio cpt.,PSD,Nordeste,TABOLEIRO GRANDE
241390,Não,Masculino,56, médio cpt.,PSD,Nordeste,TAIPU
241400,Não,Masculino,24, superior incpt.,PMN,Nordeste,TANGARA
241410,Sim,Feminino,43, médio cpt.,PSB,Nordeste,TENENTE ANANIAS
241415,Não,Masculino,50, superior cpt.,PMDB,Nordeste,TENENTE LAURENTINO CRUZ
241420,Não,Masculino,48, superior cpt.,PR,Nordeste,TIBAU DO SUL
241430,Não,Masculino,46, superior cpt.,PMDB,Nordeste,TIMBAUBA DOS BATISTAS
241440,Não,Masculino,39, superior cpt.,PSD,Nordeste,TOUROS
241445,Sim,Masculino,40, médio cpt.,PSB,Nordeste,TRIUNFO POTIGUAR
241450,Não,Feminino,42, médio cpt.,DEM,Nordeste,UMARIZAL
241460,Não,Masculino,47,Pós-graduação,PR,Nordeste,UPANEMA
241470,Sim,Masculino,53, superior cpt.,PSD,Nordeste,VARZEA
241475,Sim,Masculino,57, superior cpt.,PR,Nordeste,VENHA-VER
241480,Não,Masculino,27,Pós-graduação,PMDB,Nordeste,VERA CRUZ
241490,Não,Masculino,54,Pós-graduação,PP,Nordeste,VICOSA
241500,Sim,Masculino,73, fundamental incpt.,PV,Nordeste,VILA FLOR
250010,Não,Masculino,52, superior cpt.,PSB,Nordeste,AGUA BRANCA
250020,Sim,Masculino,39, superior cpt.,PP,Nordeste,AGUIAR
250030,Não,Masculino,48, superior cpt.,PR,Nordeste,ALAGOA GRANDE
250040,Sim,Masculino,43, superior incpt.,PMDB,Nordeste,ALAGOA NOVA
250050,Sim,Feminino,59, superior cpt.,PHS,Nordeste,ALAGOINHA
250053,Não,Masculino,32, médio cpt.,PMDB,Nordeste,ALCANTIL
250057,Não,Masculino,36, superior cpt.,PP,Nordeste,ALGODAO DE JANDAIRA
250060,Não,Masculino,42, médio cpt.,PMDB,Nordeste,ALHANDRA
250070,Não,Masculino,51, superior incpt.,PSC,Nordeste,SAO JOAO DO RIO DO PEIXE
250073,Não,Masculino,33, superior incpt.,PSB,Nordeste,AMPARO
250077,Não,Masculino,50, superior cpt.,PSD,Nordeste,APARECIDA
250080,Não,Masculino,72, fundamental cpt.,DEM,Nordeste,ARACAGI
250090,Não,Masculino,47, médio cpt.,PSL,Nordeste,ARARA
250100,Sim,Feminino,70, superior cpt.,PMDB,Nordeste,ARARUNA
250110,Não,Masculino,61, médio cpt.,PRB,Nordeste,AREIA
250115,Sim,Feminino,45, superior cpt.,PSDB,Nordeste,AREIA DE BARAUNAS
250120,Não,Masculino,35, médio cpt.,PMDB,Nordeste,AREIAL
250130,Não,Masculino,25, superior cpt.,PSDB,Nordeste,AROEIRAS
250135,Não,Masculino,24, superior cpt.,PSD,Nordeste,ASSUNCAO
250140,Não,Masculino,50, superior cpt.,PMDB,Nordeste,BAIA DA TRAICAO
250150,Não,Masculino,28, superior cpt.,PPS,Nordeste,BANANEIRAS
250153,Sim,Masculino,32, médio cpt.,PMDB,Nordeste,BARAUNA
250157,Não,Masculino,47, superior cpt.,Outro,Nordeste,BARRA DE SANTANA
250160,Não,Masculino,47, médio incpt.,PSB,Nordeste,BARRA DE SANTA ROSA
250170,Sim,Feminino,65, médio cpt.,PMDB,Nordeste,BARRA DE SAO MIGUEL
250180,Não,Masculino,65,Pós-graduação,PSB,Nordeste,BAYEUX
250190,Não,Masculino,54, fundamental cpt.,PMDB,Nordeste,BELEM
250200,Sim,Masculino,60,Pós-graduação,PSC,Nordeste,BELEM DO BREJO DO CRUZ
250205,Não,Masculino,42, médio cpt.,PMDB,Nordeste,BERNARDINO BATISTA
250210,Não,Masculino,40,Pós-graduação,PMDB,Nordeste,BOA VENTURA
250215,Sim,Masculino,75, superior cpt.,PSDB,Nordeste,BOA VISTA
250220,Não,Masculino,54, médio cpt.,PSDB,Nordeste,BOM JESUS
250230,Não,Masculino,59, superior cpt.,PSC,Nordeste,BOM SUCESSO
250240,Sim,Feminino,53, superior cpt.,PMDB,Nordeste,BONITO DE SANTA FE
250250,Não,Masculino,31, superior incpt.,PSD,Nordeste,BOQUEIRAO
250260,Não,Feminino,53, superior cpt.,PSB,Nordeste,IGARACY
250270,Não,Feminino,33, médio cpt.,PSL,Nordeste,BORBOREMA
250280,Não,Feminino,36, médio cpt.,PR,Nordeste,BREJO DO CRUZ
250290,Não,Masculino,55, superior cpt.,PT do B,Nordeste,BREJO DOS SANTOS
250300,Sim,Masculino,63, superior cpt.,PMDB,Nordeste,CAAPORA
250310,Não,Masculino,47, médio cpt.,PSB,Nordeste,CABACEIRAS
250320,Não,Masculino,Ignorada, superior cpt.,PMDB,Nordeste,CABEDELO
250330,Não,Masculino,47, superior incpt.,DEM,Nordeste,CACHOEIRA DOS INDIOS
250340,Não,Masculino,50, médio incpt.,PSDB,Nordeste,CACIMBA DE AREIA
250350,Sim,Masculino,60,Pós-graduação,PSDB,Nordeste,CACIMBA DE DENTRO
250355,Não,Masculino,37, médio cpt.,PSB,Nordeste,CACIMBAS
250360,Não,Masculino,38, médio cpt.,PSB,Nordeste,CAICARA
250370,Não,Feminino,51,Pós-graduação,PSB,Nordeste,CAJAZEIRAS
250375,Não,Masculino,46,Pós-graduação,PMDB,Nordeste,CAJAZEIRINHAS
250380,Não,Feminino,49, médio cpt.,PMDB,Nordeste,CALDAS BRANDAO
250390,Sim,Masculino,53, médio cpt.,DEM,Nordeste,CAMALAU
250400,Não,Masculino,47,Pós-graduação,PSDB,Nordeste,CAMPINA GRANDE
250403,Sim,Masculino,40,Pós-graduação,PMDB,Nordeste,CAPIM
250407,Sim,Masculino,74, fundamental incpt.,PSC,Nordeste,CARAUBAS
250410,Não,Masculino,36, fundamental incpt.,PTB,Nordeste,CARRAPATEIRA
250415,Não,Masculino,39, superior cpt.,PSD,Nordeste,CASSERENGUE
250420,Não,Masculino,22, superior incpt.,PR,Nordeste,CATINGUEIRA
250430,Não,Masculino,68, superior cpt.,PTB,Nordeste,CATOLE DO ROCHA
250435,Não,Masculino,44, médio cpt.,PSC,Nordeste,CATURITE
250440,Não,Masculino,49, superior cpt.,PSB,Nordeste,CONCEICAO
250450,Não,Masculino,32, médio cpt.,PR,Nordeste,CONDADO
250460,Não,Feminino,57, médio cpt.,PT do B,Nordeste,CONDE
250470,Sim,Masculino,49,Pós-graduação,PDT,Nordeste,CONGO
250480,Não,Masculino,64, superior cpt.,PSDB,Nordeste,COREMAS
250485,Não,Masculino,51, médio cpt.,DEM,Nordeste,COXIXOLA
250490,Não,Masculino,37, superior cpt.,PSD,Nordeste,CRUZ DO ESPIRITO SANTO
250500,Não,Masculino,32, superior incpt.,PMDB,Nordeste,CUBATI
250510,Sim,Feminino,42, médio cpt.,PMDB,Nordeste,CUITE
250520,Não,Masculino,36, superior incpt.,PSB,Nordeste,CUITEGI
250523,Sim,Feminino,29, superior incpt.,PMDB,Nordeste,CUITE DE MAMANGUAPE
250527,Sim,Masculino,41, fundamental incpt.,DEM,Nordeste,CURRAL DE CIMA
250530,Não,Masculino,33, superior cpt.,PSB,Nordeste,CURRAL VELHO
250535,Não,Masculino,34, médio incpt.,PSB,Nordeste,DAMIAO
250540,Não,Feminino,53, superior cpt.,PSB,Nordeste,DESTERRO
250550,Sim,Masculino,46, fundamental incpt.,PMDB,Nordeste,VISTA SERRANA
250560,Não,Feminino,30, superior cpt.,PMDB,Nordeste,DIAMANTE
250570,Sim,Masculino,49,Pós-graduação,PSB,Nordeste,DONA INES
250580,Não,Masculino,37, médio cpt.,PR,Nordeste,DUAS ESTRADAS
250590,Não,Masculino,27, superior incpt.,PMDB,Nordeste,EMAS
250600,Não,Masculino,27,Pós-graduação,PSC,Nordeste,ESPERANCA
250610,Não,Masculino,44, fundamental cpt.,PSB,Nordeste,FAGUNDES
250620,Não,Masculino,45, médio cpt.,PSB,Nordeste,FREI MARTINHO
250625,Sim,Masculino,46, fundamental cpt.,PMDB,Nordeste,GADO BRAVO
250630,Não,Masculino,67, superior cpt.,PSDB,Nordeste,GUARABIRA
250640,Não,Masculino,55, médio cpt.,PDT,Nordeste,GURINHEM
250650,Não,Masculino,47, superior cpt.,PSC,Nordeste,GURJAO
250660,Sim,Masculino,52, superior cpt.,PT,Nordeste,IBIARA
250670,Não,Masculino,36, médio incpt.,PSD,Nordeste,IMACULADA
250680,Não,Masculino,57, superior incpt.,PSD,Nordeste,INGA
250690,Não,Masculino,39, superior cpt.,PMDB,Nordeste,ITABAIANA
250700,Não,Masculino,53,Pós-graduação,PTB,Nordeste,ITAPORANGA
250710,Não,Masculino,55, superior cpt.,DEM,Nordeste,ITAPOROROCA
250720,Não,Masculino,38, médio incpt.,PMDB,Nordeste,ITATUBA
250730,Não,Masculino,27, superior cpt.,PMDB,Nordeste,JACARAU
250740,Não,Masculino,53, médio cpt.,DEM,Nordeste,JERICO
250750,Não,Masculino,49, superior cpt.,PT,Nordeste,JOAO PESSOA
250760,Não,Feminino,49, médio cpt.,PSD,Nordeste,JUAREZ TAVORA
250770,Não,Feminino,42, superior cpt.,PTB,Nordeste,JUAZEIRINHO
250780,Sim,Masculino,49, médio cpt.,PSD,Nordeste,JUNCO DO SERIDO
250790,Não,Masculino,47, superior cpt.,PSD,Nordeste,JURIPIRANGA
250800,Não,Masculino,47, médio cpt.,PSDB,Nordeste,JURU
250810,Sim,Masculino,30, fundamental incpt.,PTB,Nordeste,LAGOA
250820,Não,Masculino,31, superior incpt.,PSD,Nordeste,LAGOA DE DENTRO
250830,Não,Masculino,42, fundamental cpt.,PSC,Nordeste,LAGOA SECA
250840,Não,Masculino,36, fundamental incpt.,PMDB,Nordeste,LASTRO
250850,Não,Feminino,51,Pós-graduação,PR,Nordeste,LIVRAMENTO
250855,Não,Feminino,62, fundamental cpt.,PMDB,Nordeste,LOGRADOURO
250860,Não,Masculino,47, superior incpt.,PSB,Nordeste,LUCENA
250870,Não,Feminino,67, superior cpt.,PPS,Nordeste,MAE D'AGUA
250880,Não,Masculino,52, fundamental cpt.,PMDB,Nordeste,MALTA
250890,Sim,Masculino,34, superior cpt.,PR,Nordeste,MAMANGUAPE
250900,Sim,Masculino,54, superior cpt.,PSDB,Nordeste,MANAIRA
250905,Sim,Masculino,38, superior cpt.,PSB,Nordeste,MARCACAO
250910,Não,Masculino,48, médio cpt.,PSB,Nordeste,MARI
250915,Sim,Masculino,53, médio cpt.,PTB,Nordeste,MARIZOPOLIS
250920,Não,Feminino,55, superior cpt.,PSC,Nordeste,MASSARANDUBA
250930,Não,Masculino,22, superior incpt.,PSDB,Nordeste,MATARACA
250933,Não,Feminino,54, superior incpt.,PMDB,Nordeste,MATINHAS
250937,Não,Masculino,27, superior incpt.,DEM,Nordeste,MATO GROSSO
250939,Sim,Masculino,37, médio cpt.,PMDB,Nordeste,MATUREIA
250940,Sim,Masculino,41, superior incpt.,PR,Nordeste,MOGEIRO
250950,Não,Masculino,50, médio cpt.,PSB,Nordeste,MONTADAS
250960,Não,Feminino,32, médio incpt.,DEM,Nordeste,MONTE HOREBE
250970,Sim,Feminino,54, superior cpt.,PSDB,Nordeste,MONTEIRO
250980,Não,Feminino,38, superior cpt.,PSB,Nordeste,MULUNGU
250990,Sim,Masculino,32, superior cpt.,PR,Nordeste,NATUBA
251000,Não,Masculino,50, superior cpt.,PSB,Nordeste,NAZAREZINHO
251010,Sim,Masculino,52, médio cpt.,DEM,Nordeste,NOVA FLORESTA
251020,Sim,Feminino,75, superior cpt.,PSB,Nordeste,NOVA OLINDA
251030,Não,Masculino,40, médio cpt.,PR,Nordeste,NOVA PALMEIRA
251040,Sim,Masculino,65, superior cpt.,PMDB,Nordeste,OLHO D'AGUA
251050,Não,Masculino,51, superior cpt.,PMDB,Nordeste,OLIVEDOS
251060,Não,Feminino,28, médio cpt.,PSD,Nordeste,OURO VELHO
251065,Sim,Masculino,47, fundamental cpt.,PSB,Nordeste,PARARI
251070,Não,Masculino,32, médio incpt.,PMDB,Nordeste,PASSAGEM
251080,Não,Feminino,71, superior cpt.,PMDB,Nordeste,PATOS
