cod,cod2,nome,UF,plan,legis,saude,meioamb,polgen,pop,ida,sexo,idade,escolaridade,partido,regiao,ESPVIDA1991,MORT1991,ESPVIDA2000,MORT12000,ESPVIDA2010,MORT12010,IDH1991,IDH2000,IDH2010,GINI1991,GINI2000,GINI2010,Renda1991,Renda2000,Renda2010
4777,431846,SAO JOSE DO HERVAL,MG,-2,-1,-1,-2,-15,2217,-21,Masculino,57,médio cpt.,PMDB,Sul,68.14,48.23,66.85,39.05,69.96,24.4,461,608,717,0.57,0.51,0.47,290.71,441.38,561.81
4778,431848,SAO JOSE DO HORTENCIO,MG,-2,2,7,8,-21,4373,-6,Masculino,59,médio cpt.,DEM,Sul,68.66,36.29,68.42,33.65,74.36,16.3,481,625,728,0.56,0.56,0.51,453.43,625.92,881.73
4779,431849,SAO JOSE DO INHACORA,RS,2,10,3,3,-15,2237,3,Masculino,58,Pós-graduação,PMDB,Sul,63.66,39.15,68.39,26.2,72.52,16.4,513,652,747,0.61,0.56,0.54,151.81,175.15,288.77
4780,292937,SAO JOSE DO JACUIPE,RS,-2,-7,1,-3,-8,10938,-19,Feminino,45,superior incpt.,PSDB,Nordeste,66.14,26.14,71.28,20.2,75.73,11.8,265,399,574,0.46,0.51,0.46,111.38,132.23,253.57
4781,316350,SAO JOSE DO JACURI,PI,12,-9,7,0,-8,6694,2,Masculino,36,superior cpt.,PTB,Sudeste,61.08,59.03,63.72,46.83,70.96,25,336,479,629,0.47,0.49,0.6,46.13,173.75,261.36
4782,316360,SAO JOSE DO MANTIMENTO,PI,-2,-3,7,0,-8,2721,-6,Masculino,36,médio cpt.,PSDB,Sudeste,60.22,66.02,62.91,49.82,67.02,37.9,0.38,0.53,664,0.71,0.63,0.62,508.25,625.07,871.12
4783,431850,SAO JOSE DO NORTE,MT,-2,10,3,1,-11,26721,1,Masculino,65,médio cpt.,PSDB,Sul,71.4,32.52,67.63,32.3,72.58,19.4,0.36,508,0.65,0.6,0.58,0.55,74.4,118.01,237.18
4784,431860,SAO JOSE DO OURO,MT,-2,-5,9,0,-17,7116,-15,Masculino,47,fundamental incpt.,Outro,Sul,69.88,24.7,70.71,23.46,75.47,14.6,525,662,755,0.57,0.53,0.46,69.21,131.46,265.94
4785,221010,SAO JOSE DO PEIXE,SP,6,-9,3,-7,-8,3707,-15,Masculino,57,superior incpt.,PMDB,Nordeste,62.41,21.87,74.24,15.8,77.05,10.9,305,441,603,0.52,0.51,0.53,220.62,377.95,616.31
4786,221020,SAO JOSE DO PIAUI,SP,-1,-4,5,-8,-21,6621,-29,Masculino,27,superior cpt.,PMDB,Nordeste,64.83,23.2,73.78,16.5,75.74,13.6,286,422,0.59,0.57,0.48,0.49,110.82,234.37,476.08
4787,510729,SAO JOSE DO POVO,PB,-2,-7,1,-6,-8,3741,-22,Masculino,47,superior cpt.,PPS,Centro-Oeste,65.93,66.18,67.15,35.24,71.88,22,376,527,661,0.66,0.56,0.49,366.54,351.55,616.46
4788,510730,SAO JOSE DO RIO CLARO,RN,-2,-3,7,-2,-6,18339,-6,Masculino,45,médio cpt.,DEM,Centro-Oeste,62.4,49.72,70.59,30.48,73.89,16.4,443,591,706,0.55,0.58,0.52,75.28,132.14,235.02
4789,354970,SAO JOSE DO RIO PARDO,RS,-2,12,3,4,-6,54024,11,Masculino,66,superior cpt.,PMDB,Sudeste,63.23,21.21,72.69,17.6,75.14,13.4,567,701,781,0.4,0.46,0.43,295.96,401.17,646.02
4790,354980,SAO JOSE DO RIO PRETO,RJ,12,10,3,-4,19,434039,40,Masculino,58,Pós-graduação,PSB,Sudeste,61.41,32.71,67.4,24.08,73.33,16.5,0.63,745,817,0.52,0.51,0.52,158,307.67,444.32
4791,251470,SAO JOSE DO SABUGI,MT,-1,-9,7,-3,-19,4102,-25,Feminino,45,Pós-graduação,PSDB,Nordeste,67.6,33.74,68.47,29.75,74.7,15.8,338,482,631,0.62,0.54,0.43,381.03,490.25,694.33
4792,241240,SAO JOSE DO SERIDO,RS,-2,-9,7,-5,-6,4488,-15,Masculino,52,superior cpt.,PMDB,Nordeste,63.23,28.38,71.61,19.6,73.05,15.6,0.44,588,704,0.51,0.57,0.48,132.81,447.8,778.06
4793,431861,SAO JOSE DO SUL,MA,-2,-7,5,1,-6,2218,-9,Masculino,49,médio cpt.,PSD,Sul,63.33,117.69,60.23,60.54,68.13,35.7,478,621,725,0.5,0.6,0.45,107.98,161.21,200.83
4794,330515,SAO JOSE DO VALE DO RIO PRETO,SP,1,-1,3,5,-10,20704,-2,Masculino,57,superior cpt.,PSD,Sudeste,67.25,22.37,73.39,17.76,76.27,13.49,435,585,701,0.61,0.53,0.49,205.51,294.63,442.14
4795,510735,SAO JOSE DO XINGU,PB,6,-9,1,-1,-8,5333,-11,Feminino,47,médio cpt.,PSD,Centro-Oeste,68.39,61.9,63.93,46.06,71.69,22.5,371,0.52,657,0.53,0.52,0.42,188.99,254.86,382.02
4796,431862,SAO JOSE DOS AUSENTES,PR,-2,8,3,6,-8,3441,7,Masculino,51,médio cpt.,PMDB,Sul,70,28.77,72.81,13.26,76.53,10.63,0.42,571,692,0.46,0.61,0.51,105.3,131.99,204.5
4797,211125,SAO JOSE DOS BASILIOS,MT,-2,-3,1,-7,-15,7507,-26,Masculino,47,médio incpt.,PSB,Nordeste,74.6,31.43,69.69,26.23,73.95,17,264,398,573,0.4,0.49,0.55,60.72,121.25,180.77
4798,354990,SAO JOSE DOS CAMPOS,PB,1,12,3,-1,-9,673255,6,Masculino,50,superior cpt.,PT,Sudeste,62.08,93.18,62.39,51.81,69.26,29.7,611,739,807,0.53,0.54,0.53,378.29,440.76,633.63
4799,251480,SAO JOSE DOS CORDEIROS,PI,4,-9,5,-10,-8,3749,-18,Masculino,56,superior cpt.,PSB,Nordeste,64,78.29,64.23,45.01,71.47,23.5,288,424,591,0.54,0.51,0.46,81.29,158.64,291.16
4800,412550,SAO JOSE DOS PINHAIS,RS,-1,10,1,4,9,287792,23,Masculino,69,superior cpt.,DEM,Sul,69.95,23.9,73.35,14.21,76.65,10.09,532,666,758,0.46,0.5,0.51,312.03,349.01,654.67
4801,510710,SAO JOSE DOS QUATRO MARCOS,MG,6,-3,3,1,-6,18801,1,Masculino,42,superior cpt.,PSB,Centro-Oeste,71,26.09,75.17,15.06,77.28,11.5,465,612,719,0.41,0.41,0.45,227.6,348.75,647.2
4802,251445,SAO JOSE DOS RAMOS,PE,-6,-9,7,-5,-8,5762,-21,Masculino,34,médio cpt.,PMDB,Nordeste,58.51,54.09,67.72,46.14,72.57,19.8,263,398,573,0.45,0.57,0.51,92.49,148.72,212.12
4803,221030,SAO JULIAO,SP,-2,-6,7,-5,-16,5761,-22,Masculino,45,médio cpt.,PT,Nordeste,67.78,33.05,69.44,24.7,74.36,15.7,0.3,437,0.6,0.42,0.5,0.58,60.99,81.98,185.05
4804,431870,SAO LEOPOLDO,SC,-2,12,5,5,4,225520,24,Masculino,58,Pós-graduação,PSDB,Sul,67.32,23.91,72.68,21.9,73.43,15.9,543,677,765,0.62,0.63,0.62,513.29,700.81,1052.03
4805,316370,SAO LOURENCO,PI,0,2,3,1,-5,44037,1,Masculino,56,Pós-graduação,PSDB,Sudeste,68.07,59.34,62.82,50.16,70.17,27.3,564,699,0.78,0.62,0.71,0.55,85.88,169.23,240.97
4806,261370,SAO LOURENCO DA MATA,RS,10,12,3,-3,5,108301,27,Masculino,69,Pós-graduação,PSB,Nordeste,69.61,21,72.39,18.1,75.95,11.5,416,568,689,0.64,0.65,0.52,288.12,532.57,602.08
4807,354995,SAO LOURENCO DA SERRA,SC,-2,0,1,4,-12,14874,-9,Masculino,47,médio cpt.,PMDB,Sudeste,69.95,24.7,72.53,22.2,75.01,13.6,482,626,728,0.51,0.51,0.5,118.22,143.8,215.71
4808,421690,SAO LOURENCO DO OESTE,MA,-2,12,1,-2,-35,22786,-26,Masculino,51,Pós-graduação,PT,Sul,64.56,49.31,69.19,27.44,73.76,18.1,515,655,749,0.5,0.6,0.5,81.72,108.79,197.65
4809,221035,SAO LOURENCO DO PIAUI,GO,-2,-9,5,-7,-17,4483,-30,Masculino,46,médio cpt.,PSD,Nordeste,73.45,27.22,71.15,24.4,73.55,15.2,294,431,595,0.53,0.53,0.44,134.83,319.94,537.31
4810,431880,SAO LOURENCO DO SUL,CE,14,12,1,12,-25,44498,14,Masculino,48,superior cpt.,PT,Sul,57.51,80.48,63.94,55.86,68.13,32.4,469,614,721,0.51,0.57,0.52,107.71,123.33,203.15
4811,421700,SAO LUDGERO,SP,-2,1,9,-1,-6,11940,1,Masculino,47,médio cpt.,PMDB,Sul,62,29.19,69.7,24.2,74.54,15.4,542,676,765,0.5,0.58,0.57,80.04,116.99,221.98
4812,211130,SAO LUIS,PI,10,4,1,1,20,1053919,36,Masculino,35,superior cpt.,PTC,Nordeste,61.01,83.91,62.25,52.36,70.44,26.5,562,695,777,0.66,0.6,0.65,253.57,428.31,719.11
4813,522010,SAO LUIS DE MONTES BELOS,AL,14,8,5,1,-16,31832,12,Feminino,45,médio cpt.,PTB,Centro-Oeste,65.73,53.51,66.03,39.95,67.05,39.8,497,639,738,0.61,0.66,0.7,255.62,611.5,1036.21
4814,231260,SAO LUIS DO CURU,MA,-1,-3,3,0,-5,12663,-6,Feminino,36,superior cpt.,PSDC,Nordeste,66.62,85.82,60.55,59.22,67.94,36.4,365,514,653,0.56,0.57,0.46,400.74,545.12,670.82
4815,355000,SAO LUIS DO PARAITINGA,RR,-1,12,7,-6,-8,10721,4,Masculino,39,médio cpt.,PR,Sudeste,63.69,45.43,67.11,31.64,72.29,19,457,605,714,0.56,0.58,0.54,183.82,276.88,414.98
4816,221037,SAO LUIS DO PIAUI,GO,-2,-3,5,-7,-6,2591,-13,Masculino,45,médio cpt.,PSB,Nordeste,73.61,33.31,69.25,28.6,73.04,16,262,396,572,0.34,0.53,0.5,65.13,118.32,202.89
4817,270850,SAO LUIS DO QUITUNDE,RS,8,8,7,-5,0,34239,18,Masculino,70,fundamental incpt.,PMDB,Nordeste,66.17,25.83,70.84,21,76.31,11.1,267,402,576,0.55,0.47,0.46,438.31,384.22,548.31
4818,211140,SAO LUIS GONZAGA DO MARANHAO,PB,1,2,5,-5,-31,19510,-28,Masculino,64,superior cpt.,PMDB,Nordeste,65.93,66.18,64.44,44.27,70.87,24.8,261,396,572,0.42,0.55,0.55,120.43,98.14,182.83
4819,140060,SAO LUIZ,PR,-6,-7,3,-1,-8,7210,-19,Masculino,51,médio cpt.,PP,Norte,74.07,34.19,69.98,18.73,74.5,14.3,396,545,674,0.5,0.59,0.56,136.35,207.49,335.64
4820,522015,SAO LUIZ DO NORTE,SP,4,-3,1,-3,-8,4884,-9,Masculino,45,superior cpt.,PMDB,Centro-Oeste,61.9,25.66,71.35,20.9,73.29,17.5,388,538,669,0.5,0.62,0.5,87.44,142.72,233.77
4821,431890,SAO LUIZ GONZAGA,RS,-1,2,3,5,-5,35344,4,Masculino,31,Pós-graduação,PP,Sul,64.85,17.73,75.07,13.8,76.31,11.1,0.52,659,752,0.71,0.57,0.54,388.79,458.96,688.92
4822,251490,SAO MAMEDE,SC,-1,-5,7,-5,-6,7794,-10,Masculino,55,Pós-graduação,DEM,Nordeste,70.73,30.69,69.63,29.1,74.8,13.8,349,496,641,0.53,0.45,0.38,458.09,523.59,662.48
4823,412555,SAO MANOEL DO PARANA,RS,-2,10,3,-7,-6,2170,-2,Masculino,54,médio incpt.,PR,Sul,64.51,23.22,70.53,21.6,74.78,13.1,488,631,732,0.45,0.53,0.42,236.95,301.89,467.42
4824,355010,SAO MANUEL,RS,1,6,7,2,-10,40027,6,Masculino,46,Pós-graduação,PR,Sudeste,61.69,18.85,73.17,16.8,75.89,11.6,509,648,744,0.53,0.59,0.49,380.08,647.07,809.9
4825,431900,SAO MARCOS,ES,-1,4,5,3,-5,21024,6,Masculino,65,médio cpt.,PP,Sul,66.44,34.48,70.72,21.86,75.55,13.3,562,695,777,0.43,0.43,0.52,195.49,277.09,540.24
4826,421710,SAO MARTINHO,MA,4,1,-1,-5,-12,3239,-13,Masculino,62,fundamental incpt.,PP,Sul,64.83,94.19,60.09,61.12,68.37,34.8,505,644,742,0.64,0.64,0.64,169.55,191.74,219.83
4827,431910,SAO MARTINHO,PR,-2,12,3,1,-12,5868,2,Feminino,62,superior cpt.,PMDB,Sul,67.01,29.76,69.6,19.52,75.29,12.3,496,638,738,0.58,0.51,0.5,73.57,146.09,301.77
4828,431912,SAO MARTINHO DA SERRA,RN,1,-3,3,0,-8,3303,-7,Masculino,35,superior cpt.,PP,Sul,62.71,83.7,64.87,50.63,69.83,27.76,0.39,541,671,0.52,0.42,0.46,307.01,384.36,688.1
4829,320490,SAO MATEUS,SP,12,-2,7,4,14,120725,35,Masculino,56,fundamental cpt.,PSB,Sudeste,61.74,34.42,69.77,24,72.95,18.1,493,635,735,0.56,0.52,0.4,437.76,552.71,597.11
4830,211150,SAO MATEUS DO MARANHAO,PI,-2,0,5,3,-13,40095,-7,Masculino,48,superior cpt.,PSB,Nordeste,64.93,63.47,63.19,48.77,71.45,23.6,0.32,0.46,616,0.43,0.61,0.57,96.33,115,249.17
4831,412560,SAO MATEUS DO SUL,SC,-2,10,1,6,-3,43750,12,Masculino,39,superior cpt.,PT,Sul,66.48,32.07,69.07,30.5,72.67,17.1,466,612,719,0.47,0.53,0.43,438.33,494.44,617.76
4832,241250,SAO MIGUEL,BA,-2,0,7,-2,-6,22921,-3,Masculino,59,superior cpt.,PP,Nordeste,61.96,54.96,67.52,34.1,71.98,21.7,313,451,0.61,0.39,0.53,0.38,216.76,413.76,642.68
4833,355020,SAO MIGUEL ARCANJO,RS,-2,6,3,2,-29,32621,-20,Masculino,49,fundamental cpt.,PTB,Sudeste,66.4,30.56,71.3,20.2,74.26,13.8,449,597,0.71,0.56,0.5,0.43,439.18,504.9,688.4
4834,221038,SAO MIGUEL DA BAIXA GRANDE,PB,-2,-6,7,-7,-6,2403,-14,Masculino,48,superior incpt.,PSDB,Nordeste,66.74,101.58,60.96,57.53,68.26,33,285,421,589,0.39,0.5,0.53,83.61,136.92,334.09
4835,421715,SAO MIGUEL DA BOA VISTA,SE,-2,-3,5,1,-8,1897,-7,Masculino,52,médio cpt.,PSDB,Sul,66.73,55.68,64.54,43.91,70.16,27.1,0.45,598,0.71,0.61,0.58,0.48,174.57,250.16,298.33
4836,292940,SAO MIGUEL DAS MATAS,MG,10,0,5,-1,-12,11105,2,Masculino,58,fundamental incpt.,PDT,Nordeste,66.42,38.81,71.27,24.94,74.7,15.8,298,435,599,0.46,0.6,0.49,106.76,231.29,387.85
4837,431915,SAO MIGUEL DAS MISSOES,GO,-2,11,9,8,-14,7698,12,Masculino,57,fundamental cpt.,PP,Sul,67.16,32.4,68.41,30.7,74.1,14.4,418,0.57,691,0.57,0.56,0.57,444.93,660.72,1066.65
4838,251500,SAO MIGUEL DE TAIPU,PI,-2,-9,7,-4,-6,6970,-14,Masculino,36,superior cpt.,PMDB,Nordeste,67.39,84.9,63.72,46.83,69.83,28.4,0.26,395,571,0.43,0.46,0.49,91.78,138.81,198.63
4839,280700,SAO MIGUEL DO ALEIXO,RN,8,-3,1,-6,-8,3859,-8,Feminino,56,superior cpt.,PDT,Nordeste,64.31,90.51,64.28,52.99,72.39,20,273,408,0.58,0.64,0.57,0.5,204.7,248.79,433.23
4840,316380,SAO MIGUEL DO ANTA,PA,12,-7,1,4,-8,6991,2,Masculino,41,médio incpt.,PT,Sudeste,59.95,66.6,65.13,44.36,70.1,26.6,392,543,672,0.53,0.56,0.46,134.37,210.83,301.94
4841,522020,SAO MIGUEL DO ARAGUAIA,RO,8,8,5,5,-8,22773,18,Feminino,45,Pós-graduação,PSC,Centro-Oeste,58.56,59.24,64.58,35.16,71.87,20.8,439,588,704,0.57,0.55,0.5,87.6,132.04,236.31
4842,221039,SAO MIGUEL DO FIDALGO,PR,-2,-3,3,-7,-8,2995,-17,Masculino,59,Pós-graduação,PSD,Nordeste,70.93,42.47,68.5,22,74.08,14,0.26,395,571,0.53,0.62,0.55,59.65,72.9,185.84
4843,241255,SAO MIGUEL DO GOSTOSO,SC,-2,12,5,-6,-6,9237,3,Feminino,46,superior cpt.,PMDB,Nordeste,67.06,18.51,76.07,15.4,78.06,9.7,287,423,591,0.53,0.51,0.53,375.79,433.79,769.09
4844,150760,SAO MIGUEL DO GUAMA,GO,8,0,7,1,2,54417,18,Masculino,55,superior cpt.,PPS,Norte,71.5,28,72.25,22.1,73.09,15.9,322,462,618,0.53,0.45,0.47,467.41,494.07,918.86
4845,110032,SAO MIGUEL DO GUAPORE,PI,10,6,7,2,-6,23668,19,Masculino,27,superior cpt.,PT,Norte,64.93,78.45,64.08,45.53,71.8,22.6,356,504,646,0.56,0.44,0.53,68.56,84.08,225.37
4846,412570,SAO MIGUEL DO IGUACU,TO,4,12,7,6,1,26920,30,Masculino,44,médio cpt.,PR,Sul,56,82.67,63.16,50.49,70.7,24.6,493,635,735,0.52,0.57,0.5,87.53,134.98,205.12
4847,421720,SAO MIGUEL DO OESTE,AL,-2,12,3,-6,0,38162,7,Masculino,59,fundamental cpt.,PMDB,Sul,67.46,65.65,68.08,33.14,71.21,25.7,602,727,801,0.64,0.54,0.5,209.14,359.81,489.59
4848,522026,SAO MIGUEL DO PASSA QUATRO,AL,-2,-4,7,2,-6,3935,-3,Masculino,59,superior cpt.,PMDB,Centro-Oeste,65.73,49.51,67.81,33.98,70.14,29,428,578,697,0.56,0.57,0.51,112.18,153.29,247.55
4849,221040,SAO MIGUEL DO TAPUIO,RS,-2,-4,3,-6,-8,18162,-17,Masculino,66,superior cpt.,PTB,Nordeste,63.23,27.1,68.98,24.9,71.69,17.7,0.26,394,0.57,0.55,0.54,0.57,70.3,113.58,189.01
4850,172020,SAO MIGUEL DO TOCANTINS,GO,-2,-7,7,1,-5,11271,-6,Masculino,41,médio cpt.,PMDB,Norte,68.23,33.83,67.89,32,74.99,13.2,329,471,623,0.65,0.71,0.49,269.52,567.58,535.96
4851,270860,SAO MIGUEL DOS CAMPOS,SP,14,-6,3,-7,11,59077,15,Masculino,53,superior incpt.,PSB,Nordeste,62,24.19,72.75,18.44,76.3,13.15,365,515,654,0.46,0.6,0.46,158.94,299.61,424.12
4852,270870,SAO MIGUEL DOS MILAGRES,RS,-2,2,5,-3,-23,7709,-21,Masculino,60,médio incpt.,PSDB,Nordeste,63.56,23.67,71.55,19.7,74.52,13.4,337,481,0.63,0.52,0.53,0.45,364.97,470.28,694.16
4853,431920,SAO NICOLAU,AM,1,5,7,7,-6,5794,14,Masculino,48,superior incpt.,PMDB,Sul,59.56,65.43,64.95,47.45,71.77,20.6,393,543,672,0.43,0.57,0.51,49.02,103.52,206.61
4854,522028,SAO PATRICIO,RN,1,-7,5,3,-6,2054,-4,Masculino,58,fundamental cpt.,PMDB,Centro-Oeste,65.41,82.15,65.1,49.72,69.63,27.8,421,572,693,0.43,0.41,0.4,325.49,456.86,759.54
4855,355030,SAO PAULO,RN,1,10,5,-1,2,11821876,17,Masculino,50,Pós-graduação,PT,Sudeste,65.41,50.97,69.32,34.55,72.62,21.69,626,744,815,0.45,0.47,0.71,109.42,186.14,624.03
4856,431930,SAO PAULO DAS MISSOES,SP,1,4,5,3,-17,6425,-4,Feminino,54,médio cpt.,PMDB,Sul,68.91,26.53,73.7,16.7,76.78,11.2,441,0.59,705,0.59,0.61,0.54,196.65,288.26,446.98
4857,130390,SAO PAULO DE OLIVENCA,MA,8,12,7,9,3,34963,39,Masculino,57,fundamental cpt.,PSD,Norte,62.68,103.29,61.33,55.99,69.09,32.3,269,404,577,0.61,0.48,0.43,299.38,332.91,540.31
4858,241260,SAO PAULO DO POTENGI,RJ,10,-4,5,-6,-7,16888,-2,Masculino,47,superior cpt.,PSD,Nordeste,64.98,28.52,68.98,20.49,73.03,16.9,341,486,634,0.52,0.5,0.45,493.3,604.31,751.92
4859,241270,SAO PEDRO,MT,-2,-9,1,-7,-6,6296,-23,Feminino,57,médio cpt.,PR,Nordeste,71.29,39.01,67.63,32.3,72.39,19.7,323,464,619,0.57,0.54,0.62,151.58,244.1,547.9
4860,355040,SAO PEDRO,RS,-2,8,5,-3,-6,33638,2,Masculino,50,superior cpt.,PPS,Sudeste,66.89,18.6,72.57,17.8,76.03,11.4,544,677,766,0.53,0.52,0.46,99.74,136.25,252.3
4861,211153,SAO PEDRO DA AGUA BRANCA,MG,12,-7,1,6,-17,12287,-5,Masculino,47,fundamental incpt.,PMDB,Nordeste,65.32,35.16,71.85,23.35,75.16,15.1,306,443,605,0.49,0.48,0.49,287.35,387.07,625.35
4862,330520,SAO PEDRO DA ALDEIA,RS,-2,12,3,8,-6,93659,15,Masculino,39,médio cpt.,PT,Sudeste,61.78,24.48,70.91,20.9,73.26,15.2,476,0.62,724,0.53,0.57,0.55,193.1,294.78,486.05
4863,510740,SAO PEDRO DA CIPA,SC,14,0,1,-5,-8,4341,2,Masculino,33,médio cpt.,PR,Centro-Oeste,71.27,23.66,73.32,20.6,75.77,12.5,412,563,686,0.51,0.51,0.52,237.8,269.07,443.39
4864,431935,SAO PEDRO DA SERRA,RS,-2,1,7,2,-21,3522,-13,Masculino,64,superior cpt.,PTB,Sul,66.56,19.36,72.6,17.8,75.55,12,546,678,767,0.35,0.44,0.49,212.57,409.31,623.58
4865,316390,SAO PEDRO DA UNIAO,PR,-2,-5,1,0,-6,5054,-12,Masculino,44,médio cpt.,PT,Sudeste,73.39,29.46,71.14,16.36,72.89,15.7,419,571,692,0.5,0.59,0.65,90.97,114.65,254.34
4866,431936,SAO PEDRO DAS MISSOES,PR,12,1,3,0,-19,1969,-3,Masculino,43,médio cpt.,PDT,Sul,70.93,26.89,69.66,19.4,75.18,12.5,398,548,675,0.61,0.48,0.4,290.84,246.11,654.02
4867,421725,SAO PEDRO DE ALCANTARA,PR,-2,8,9,-5,-6,5139,4,Masculino,45,médio cpt.,PMDB,Sul,71.74,32.9,71.14,16.36,75.14,12.5,494,636,737,0.58,0.59,0.55,110.93,178.21,251.31
4868,431937,SAO PEDRO DO BUTIA,PI,1,6,1,5,-21,2975,-8,Masculino,48,médio cpt.,PT,Sul,65.74,54.18,66.31,37.92,71.57,23.2,553,687,772,0.58,0.55,0.48,137.47,241.29,380.36
4869,412575,SAO PEDRO DO IGUACU,MG,-2,6,7,2,-3,6495,10,Masculino,59,Pós-graduação,PMDB,Sul,69.41,46.9,66.85,39.05,72.08,20.2,442,591,706,0.54,0.5,0.47,322.24,500.46,760.86
4870,412580,SAO PEDRO DO IVAI,RS,-2,8,3,-6,1,10664,4,Feminino,48,Pós-graduação,DEM,Sul,65.79,27.1,69.22,24.4,74.45,13.5,503,643,741,0.5,0.63,0.44,211.81,380.15,444.35
4871,412590,SAO PEDRO DO PARANA,SP,-2,6,9,-4,-4,2506,5,Masculino,46,superior cpt.,PSDB,Sul,64.4,28.71,71.32,20.9,74.58,15.4,448,597,0.71,0.49,0.57,0.6,79.16,114.67,163.87
4872,221050,SAO PEDRO DO PIAUI,MA,-1,-4,9,-7,-6,13913,-9,Masculino,65,médio cpt.,PT,Nordeste,64.73,60.59,64.07,45.57,69.29,31.7,339,483,632,0.5,0.49,0.5,600.97,679.45,934.54
4873,316410,SAO PEDRO DO SUACUI,MG,-2,-3,1,2,-8,5616,-10,Masculino,37,fundamental cpt.,PSDB,Sudeste,68.68,50.34,66.35,40.87,72.34,19.8,327,469,622,0.49,0.57,0.56,146.19,211.43,360.06
4874,431940,SAO PEDRO DO SUL,RN,4,7,3,1,-6,16817,9,Masculino,47,superior cpt.,PT,Sul,63.87,67.85,65.89,46.66,72.19,20.6,476,0.62,725,0.51,0.53,0.46,649.09,757.21,945.05
4875,355050,SAO PEDRO DO TURVO,MA,-2,-1,9,12,-12,7508,6,Masculino,65,superior cpt.,PP,Sudeste,63.33,78.45,62.01,53.3,69.96,29.5,0.45,599,0.71,0.53,0.48,0.48,236.02,351.98,409.72
4876,211157,SAO PEDRO DOS CRENTES,MA,4,-3,5,-8,-12,4520,-14,Feminino,44,superior incpt.,PSDB,Nordeste,64.41,84.93,59.44,63.93,66.99,39.9,0.3,438,0.6,0.72,0.54,0.5,57.73,109.48,237.37
4877,316400,SAO PEDRO DOS FERROS,PI,-2,-4,9,-2,-10,8397,-9,Masculino,47,superior cpt.,PPS,Sudeste,64.93,43.81,67.36,34.57,71.75,22.8,0.4,0.55,677,0.48,0.57,0.46,131.47,232.36,376.73
4878,241280,SAO RAFAEL,MA,-2,-7,9,1,-23,8351,-22,Masculino,57,superior cpt.,PPS,Nordeste,61.91,102.71,62.01,53.3,69.27,31.7,327,469,622,0.55,0.46,0.48,156.29,238.96,407.91
4879,211160,SAO RAIMUNDO DAS MANGABEIRAS,MG,-1,-2,5,-1,-8,18093,-7,Masculino,44,superior cpt.,PMDB,Nordeste,64.53,55.03,65.91,42.48,72.22,20,314,452,0.61,0.56,0.63,0.52,290.82,478.26,598.83
4880,211163,SAO RAIMUNDO DO DOCA BEZERRA,SP,6,-1,3,-4,-12,5554,-8,Feminino,35,Pós-graduação,PT,Nordeste,67.22,23.83,74.25,15.8,76.79,12.1,258,393,569,0.48,0.52,0.54,112.27,100.1,156.4
4881,221060,SAO RAIMUNDO NONATO,MG,10,-5,5,3,-9,33400,4,Masculino,52,superior incpt.,PSD,Nordeste,68.27,31.8,72.33,22.06,75.27,14.9,394,544,673,0.33,0.52,0.57,60.67,108.72,181.17
4882,211167,SAO ROBERTO,ES,-2,-7,5,4,-25,6329,-25,Masculino,43,superior cpt.,PTB,Nordeste,65.56,30.53,70.53,22.34,73.16,16.7,258,392,569,0.43,0.55,0.54,80.04,70.7,153.65
4883,316420,SAO ROMAO,TO,10,4,7,-9,-17,11179,-5,Masculino,45,médio cpt.,PMN,Sudeste,62.91,51.43,64.43,45.71,72.63,19.4,369,518,656,0.48,0.52,0.47,115.06,224.51,298.19
4884,355060,SAO ROQUE,AL,1,10,3,1,-8,84460,7,Masculino,49,médio cpt.,PMDB,Sudeste,65.73,93.38,62.8,52.2,67.81,36.9,558,0.69,775,0.63,0.53,0.47,417.88,471.53,539.26
4885,316430,SAO ROQUE DE MINAS,SP,-2,-3,5,5,-6,6973,-1,Masculino,49,médio cpt.,DEM,Sudeste,64.02,25.24,72.76,18.3,77.51,9.24,435,585,701,0.64,0.58,0.46,295.06,324.46,360.59
4886,320495,SAO ROQUE DO CANAA,PR,-2,-1,7,5,-25,12179,-16,Masculino,51,médio cpt.,PSDB,Sudeste,70.93,41.17,70.18,18.3,73.83,14.3,455,603,713,0.55,0.53,0.59,100.46,127.83,362.28
4887,172025,SAO SALVADOR DO TOCANTINS,MG,-2,-5,7,-4,-18,3030,-22,Masculino,43,superior cpt.,PSD,Norte,72.62,33.35,70.86,26.13,75.87,14,307,444,605,0.55,0.55,0.47,116.63,196.49,334.74
4888,270880,SAO SEBASTIAO,PA,-2,4,7,5,-5,33826,9,Masculino,41,superior cpt.,PP,Nordeste,63.66,50.4,67.85,34.63,70.62,25,257,392,569,0.44,0.63,0.54,96.55,139.48,225.84
4889,355070,SAO SEBASTIAO,SP,-2,6,7,4,-16,80379,-1,Masculino,54,superior cpt.,PSC,Sudeste,61.74,29.59,71.65,20.3,74.19,16,553,687,772,0.49,0.51,0.53,431.02,625.27,823.33
4890,412600,SAO SEBASTIAO DA AMOREIRA,MG,-2,0,5,-1,-6,8917,-4,Masculino,53,médio incpt.,PR,Sul,72.56,44.53,69.35,30.68,74.64,15.9,457,605,715,0.57,0.62,0.64,194.63,266.84,450.06
