Posicao,name,IDHM2000,IDHMRenda2000,IDHMLongevidade2000,IDHMEducacao2000
4184,Esplanada,0.435,0.493,0.611,0.273
4184,Palmeiras do Tocantins,0.435,0.461,0.669,0.266
4184,Sao Gabriel,0.435,0.531,0.570,0.272
4184,Ibitita,0.435,0.485,0.613,0.277
4184,Boquim,0.435,0.507,0.644,0.252
4184,Sao Miguel das Matas,0.435,0.519,0.709,0.224
4184,Aurora,0.435,0.456,0.670,0.270
4184,Cruz,0.435,0.464,0.709,0.251
4184,Sao Felix do Xingu,0.435,0.663,0.741,0.168
4184,Canapolis,0.435,0.486,0.670,0.252
4184,Aratuipe,0.435,0.486,0.631,0.268
4184,Antonio Martins,0.435,0.444,0.714,0.260
4184,Monte Negro,0.435,0.603,0.680,0.201
4184,Barro Alto,0.435,0.473,0.627,0.277
4184,Alto Parnaiba,0.435,0.504,0.699,0.234
4199,Rio do Pires,0.434,0.516,0.670,0.236
4199,Alvorada de Minas,0.434,0.530,0.743,0.208
4199,Angelim,0.434,0.484,0.627,0.269
4199,Ubaitaba,0.434,0.518,0.646,0.245
4199,Sertaozinho,0.434,0.480,0.636,0.268
4199,Trizidela do Vale,0.434,0.485,0.622,0.271
4199,Brejinho,0.434,0.508,0.680,0.237
4199,Ocara,0.434,0.423,0.648,0.298
4199,Coracao de Maria,0.434,0.502,0.641,0.254
4199,Santa Maria do Salto,0.434,0.514,0.662,0.241
4199,Dom Basilio,0.434,0.489,0.670,0.249
4199,Senador Eloi de Souza,0.434,0.456,0.615,0.292
4199,Nova Bandeirantes,0.434,0.572,0.762,0.188
4199,Santa Luzia do Norte,0.434,0.495,0.653,0.253
4199,Sao Francisco do Guapore,0.434,0.648,0.698,0.181
4199,Pao de Acucar,0.434,0.495,0.664,0.249
4199,Mazagao,0.434,0.495,0.715,0.231
4199,Queimadas,0.434,0.481,0.631,0.270
4199,Rio Preto da Eva,0.434,0.528,0.705,0.220
4199,Pedra Bonita,0.434,0.552,0.715,0.207
4199,Prata,0.434,0.512,0.642,0.248
4220,Coaraci,0.433,0.520,0.689,0.227
4220,Pequizeiro,0.433,0.523,0.684,0.227
4220,Sao Benedito,0.433,0.499,0.649,0.251
4220,Cerro Cora,0.433,0.459,0.640,0.276
4220,Bacabeira,0.433,0.434,0.636,0.295
4220,Carrapateira,0.433,0.482,0.637,0.264
4220,Doutor Severiano,0.433,0.434,0.652,0.287
4220,Marquinho,0.433,0.530,0.724,0.211
4220,Alenquer,0.433,0.486,0.707,0.236
4220,Monte das Gameleiras,0.433,0.428,0.704,0.270
4220,Buritinopolis,0.433,0.431,0.750,0.252
4220,Erere,0.433,0.482,0.689,0.245
4220,Morro do Chapeu,0.433,0.525,0.630,0.245
4220,Tailandia,0.433,0.585,0.747,0.186
4220,Picui,0.433,0.504,0.631,0.256
4220,Sao Joao Batista,0.433,0.472,0.627,0.275
4220,Brasil Novo,0.433,0.577,0.707,0.199
4237,Santa Terezinha,0.432,0.467,0.614,0.281
4237,Presidente Medici,0.432,0.450,0.636,0.281
4237,Carnaiba,0.432,0.451,0.613,0.292
4237,Cuite,0.432,0.495,0.632,0.258
4237,Araguatins,0.432,0.516,0.653,0.240
4237,Campo Novo de Rondonia,0.432,0.623,0.683,0.189
4237,Nossa Senhora da Gloria,0.432,0.536,0.620,0.242
4237,Pinhao,0.432,0.494,0.622,0.263
4237,Piranhas,0.432,0.558,0.667,0.217
4237,Cameta,0.432,0.459,0.705,0.249
4237,Luisburgo,0.432,0.618,0.715,0.183
4237,Primavera,0.432,0.488,0.679,0.243
4237,Remanso,0.432,0.510,0.626,0.253
4237,Junco do Serido,0.432,0.469,0.587,0.292
4237,Nova Ipixuna,0.432,0.559,0.718,0.201
4237,Sao Tome,0.432,0.479,0.637,0.265
4237,Urucui,0.432,0.498,0.687,0.236
4237,Macaubas,0.432,0.479,0.690,0.244
4237,Feira Nova,0.432,0.444,0.647,0.281
4237,Axixa do Tocantins,0.432,0.471,0.607,0.282
4237,Coxixola,0.432,0.492,0.681,0.241
4258,Santana do Acarau,0.431,0.477,0.682,0.246
4258,Mambai,0.431,0.506,0.713,0.222
4258,Piracuruca,0.431,0.469,0.691,0.247
4258,Antonina do Norte,0.431,0.480,0.690,0.241
4258,Queimadas,0.431,0.499,0.658,0.243
4258,Piraque,0.431,0.532,0.708,0.213
4258,Itapecuru Mirim,0.431,0.453,0.619,0.286
4258,Pastos Bons,0.431,0.457,0.637,0.275
4258,Santa Quiteria,0.431,0.482,0.712,0.234
4258,Itaju do Colonia,0.431,0.509,0.630,0.250
4258,Alianca,0.431,0.473,0.676,0.250
4258,Bandeira,0.431,0.487,0.705,0.233
4258,Santana do Matos,0.431,0.459,0.631,0.276
4258,Lavandeira,0.431,0.398,0.674,0.299
4258,Faro,0.431,0.448,0.661,0.270
4258,Pureza,0.431,0.450,0.642,0.278
4258,Joao Dourado,0.431,0.520,0.577,0.267
4258,Apuiares,0.431,0.437,0.662,0.276
4258,Alegrete do Piaui,0.431,0.525,0.654,0.233
4258,Laje,0.431,0.517,0.699,0.221
4278,Conceicao do Mato Dentro,0.430,0.533,0.712,0.210
4278,Guaraquecaba,0.430,0.522,0.693,0.220
4278,Fortuna,0.430,0.479,0.588,0.282
4278,Lago da Pedra,0.430,0.514,0.609,0.254
4278,Regeneracao,0.430,0.474,0.693,0.242
4278,Boqueirao,0.430,0.498,0.642,0.249
4278,Primavera,0.430,0.477,0.697,0.239
4278,Pocoes,0.430,0.521,0.665,0.229
4278,Guaraciaba do Norte,0.430,0.475,0.693,0.241
4278,Santa Rita do Tocantins,0.430,0.527,0.699,0.216
4278,Santa Cruz da Vitoria,0.430,0.470,0.651,0.260
4278,Santo Estevao,0.430,0.500,0.687,0.231
4290,Magalhaes Barata,0.429,0.428,0.709,0.260
4290,Novo Horizonte,0.429,0.528,0.714,0.209
4290,Logradouro,0.429,0.466,0.642,0.264
4290,Pitimbu,0.429,0.556,0.642,0.221
4290,Itaquitinga,0.429,0.484,0.578,0.282
4290,Matias Cardoso,0.429,0.445,0.715,0.249
4290,Parnamirim,0.429,0.490,0.692,0.233
4290,Barra de Sao Miguel,0.429,0.502,0.591,0.266
4290,Triunfo,0.429,0.482,0.656,0.250
4290,Aracoiaba,0.429,0.473,0.692,0.242
4290,Bom Jesus do Araguaia,0.429,0.613,0.711,0.181
4290,Bom Jesus do Tocantins,0.429,0.526,0.669,0.224
4290,Manaquiri,0.429,0.543,0.670,0.217
4303,Condado,0.428,0.476,0.661,0.249
4303,Aquidaba,0.428,0.497,0.613,0.257
4303,Ibirajuba,0.428,0.455,0.639,0.269
4303,Anadia,0.428,0.491,0.661,0.242
4303,Caicara do Rio do Vento,0.428,0.475,0.629,0.262
4303,Luislandia,0.428,0.467,0.701,0.239
4303,Piritiba,0.428,0.496,0.666,0.238
4303,Salgado,0.428,0.492,0.659,0.241
4303,Sao Sebastiao do Uatuma,0.428,0.469,0.661,0.253
4303,Novo Airao,0.428,0.509,0.666,0.231
4303,Borborema,0.428,0.488,0.643,0.250
4303,Anori,0.428,0.502,0.675,0.231
4303,Itamari,0.428,0.520,0.675,0.223
4303,Palmeira do Piaui,0.428,0.485,0.648,0.250
4303,Iraucuba,0.428,0.439,0.700,0.256
4303,Solanea,0.428,0.523,0.662,0.226
4319,Novo Cruzeiro,0.427,0.551,0.698,0.202
4319,Teixeira,0.427,0.488,0.627,0.255
4319,Joao Alfredo,0.427,0.491,0.679,0.233
4319,Santo Antonio do Jacinto,0.427,0.470,0.680,0.243
4319,Piquet Carneiro,0.427,0.462,0.684,0.247
4319,Cha Grande,0.427,0.509,0.681,0.224
4319,Cristopolis,0.427,0.470,0.657,0.252
4319,Cachoeira do Arari,0.427,0.543,0.712,0.202
4319,Anguera,0.427,0.457,0.629,0.270
4319,Santo Inacio do Piaui,0.427,0.503,0.690,0.225
4319,Calmon,0.427,0.514,0.700,0.217
4319,Parana,0.427,0.431,0.649,0.278
4319,Urucurituba,0.427,0.444,0.694,0.252
4319,Pedro Velho,0.427,0.504,0.660,0.234
4319,Chapada do Norte,0.427,0.498,0.729,0.215
4319,Jardim do Mulato,0.427,0.428,0.644,0.282
4319,Santanopolis,0.427,0.451,0.666,0.260
4319,Catunda,0.427,0.418,0.692,0.269
4337,Junqueiro,0.426,0.482,0.674,0.238
4337,Pedra Branca,0.426,0.435,0.636,0.280
4337,Pocinhos,0.426,0.470,0.656,0.250
4337,Poco Branco,0.426,0.453,0.663,0.258
4337,Jussari,0.426,0.489,0.657,0.240
4337,Jiquirica,0.426,0.506,0.680,0.225
4337,Riacho das Almas,0.426,0.581,0.615,0.216
4337,Pau D'Arco,0.426,0.548,0.664,0.213
4337,Canto do Buriti,0.426,0.522,0.654,0.227
4337,Angical,0.426,0.462,0.687,0.244
4337,Coronel Domingos Soares,0.426,0.508,0.709,0.215
4337,Chorrocho,0.426,0.460,0.649,0.259
4337,Catolandia,0.426,0.443,0.680,0.256
4337,Alagoa Grande,0.426,0.504,0.684,0.224
4337,Itacaja,0.426,0.536,0.662,0.218
4337,Monte Horebe,0.426,0.467,0.661,0.251
4353,Maxaranguape,0.425,0.453,0.640,0.265
4353,Santarem,0.425,0.439,0.642,0.273
4353,Potiretama,0.425,0.456,0.689,0.245
4353,Palmeirina,0.425,0.516,0.627,0.238
4353,Anisio de Abreu,0.425,0.490,0.673,0.233
4353,Assis Brasil,0.425,0.517,0.711,0.209
4353,Pedrinhas,0.425,0.486,0.620,0.255
4353,Marcelino Vieira,0.425,0.470,0.649,0.251
4353,Ibiara,0.425,0.447,0.649,0.265
4353,Luis Gomes,0.425,0.461,0.714,0.233
4353,Aparecida,0.425,0.523,0.643,0.229
4353,Nova Palmeira,0.425,0.478,0.639,0.251
4353,Caicara,0.425,0.469,0.608,0.269
4353,Santana do Ipanema,0.425,0.508,0.638,0.237
4353,Areia,0.425,0.500,0.643,0.239
4353,Bom Jesus,0.425,0.486,0.702,0.225
4353,Cujubim,0.425,0.628,0.694,0.176
4353,Miguel Calmon,0.425,0.494,0.617,0.251
4371,Santana do Cariri,0.424,0.430,0.693,0.256
4371,Belem,0.424,0.488,0.636,0.246
4371,Coremas,0.424,0.490,0.658,0.237
4371,Mamanguape,0.424,0.516,0.625,0.236
4371,Barao de Grajau,0.424,0.473,0.656,0.246
4371,Japonvar,0.424,0.423,0.697,0.259
4371,Januario Cicco,0.424,0.443,0.673,0.256
4371,Sao Bento,0.424,0.536,0.709,0.201
4371,Caicara do Norte,0.424,0.451,0.675,0.250
4371,Carai,0.424,0.487,0.698,0.225
4371,Saude,0.424,0.473,0.627,0.257
4371,Gameleira,0.424,0.475,0.627,0.256
4371,Hidrolandia,0.424,0.463,0.712,0.231
4371,Santarem Novo,0.424,0.504,0.665,0.228
4371,Bannach,0.424,0.551,0.742,0.187
4371,Urupa,0.424,0.556,0.677,0.203
4371,Ibitiara,0.424,0.489,0.692,0.225
4371,Ibicui,0.424,0.530,0.639,0.225
4371,Sao Francisco do Brejao,0.424,0.505,0.622,0.242
4371,Curaca,0.424,0.504,0.648,0.234
4371,Altos,0.424,0.487,0.672,0.233
4392,Massape,0.423,0.456,0.682,0.243
4392,Amaraji,0.423,0.480,0.688,0.230
4392,Belem do Brejo do Cruz,0.423,0.459,0.661,0.250
4392,Barra do Corda,0.423,0.515,0.648,0.226
4392,Nova Floresta,0.423,0.487,0.631,0.247
4392,Paripueira,0.423,0.490,0.642,0.240
4392,Olindina,0.423,0.493,0.675,0.227
4392,Pindorama do Tocantins,0.423,0.534,0.655,0.217
4392,Sao Vicente Ferrer,0.423,0.424,0.622,0.286
4392,Candido Sales,0.423,0.535,0.665,0.212
4392,Inga,0.423,0.491,0.642,0.240
4392,Amontada,0.423,0.441,0.665,0.259
4392,Diamante,0.423,0.438,0.636,0.271
4392,Porto Calvo,0.423,0.458,0.677,0.244
4392,Simao Dias,0.423,0.492,0.644,0.239
4407,Itaverava,0.422,0.483,0.755,0.206
4407,Poco de Jose de Moura,0.422,0.492,0.662,0.231
4407,Vitoria do Xingu,0.422,0.560,0.712,0.189
4407,Goianesia do Para,0.422,0.575,0.697,0.188
4407,Baixa Grande,0.422,0.469,0.699,0.229
4407,Conde,0.422,0.516,0.675,0.216
4407,Acajutiba,0.422,0.477,0.597,0.264
4407,Abare,0.422,0.488,0.642,0.240
4407,Breu Branco,0.422,0.559,0.684,0.197
4407,Gaviao,0.422,0.482,0.663,0.235
4407,Governador Edison Lobao,0.422,0.476,0.651,0.243
4407,Antonio Goncalves,0.422,0.468,0.627,0.256
4407,Novo Triunfo,0.422,0.442,0.641,0.265
4407,Bequimao,0.422,0.405,0.618,0.300
4407,Novo Oriente,0.422,0.475,0.674,0.235
4407,Alcantaras,0.422,0.456,0.630,0.262
4407,Sao Sebastiao da Boa Vista,0.422,0.453,0.714,0.232
4407,Jijoca de Jericoacoara,0.422,0.506,0.653,0.227
4407,Jardim de Angicos,0.422,0.437,0.655,0.262
4407,Conceicao do Tocantins,0.422,0.520,0.660,0.219
4407,Ibirataia,0.422,0.502,0.664,0.225
4407,Iraquara,0.422,0.468,0.618,0.260
4429,Uaua,0.421,0.475,0.629,0.249
4429,Ruropolis,0.421,0.541,0.665,0.208
4429,Ilha das Flores,0.421,0.451,0.606,0.273
4429,Fronteiras,0.421,0.541,0.632,0.219
4429,Ubaira,0.421,0.495,0.662,0.227
4429,Rio Pardo de Minas,0.421,0.490,0.696,0.219
4429,Tejucuoca,0.421,0.424,0.665,0.265
4429,Gloria,0.421,0.497,0.714,0.211
4429,Varzea Grande,0.421,0.492,0.648,0.234
4429,Barro Preto,0.421,0.489,0.615,0.248
4429,Sao Joao do Paraiso,0.421,0.489,0.651,0.235
4429,Campo Formoso,0.421,0.499,0.627,0.238
4429,Ouricuri,0.421,0.524,0.652,0.218
4429,Anapurus,0.421,0.528,0.631,0.224
4429,Canarana,0.421,0.501,0.611,0.243
4429,Poco Verde,0.421,0.485,0.647,0.237
4429,Fronteira dos Vales,0.421,0.439,0.723,0.235
4429,Minas Novas,0.421,0.485,0.702,0.219
4429,Barrocas,0.421,0.484,0.664,0.232
4429,Itagiba,0.421,0.469,0.662,0.240
4429,Ze Doca,0.421,0.475,0.622,0.253
4429,Grajau,0.421,0.492,0.651,0.233
4429,Caridade,0.421,0.451,0.703,0.236
4452,Santa Teresinha,0.420,0.458,0.719,0.225
4452,Boca da Mata,0.420,0.492,0.664,0.227
4452,Sao Miguel do Tocantins,0.420,0.420,0.636,0.277
4452,Paulo Jacinto,0.420,0.444,0.672,0.249
4452,Flores,0.420,0.451,0.686,0.240
4452,Salgado de Sao Felix,0.420,0.461,0.637,0.253
4452,Pedra Branca,0.420,0.485,0.674,0.226
4452,Itaporanga D'Ajuda,0.420,0.489,0.669,0.226
4452,Amparo de Sao Francisco,0.420,0.477,0.621,0.250
4452,Riacho de Santo Antonio,0.420,0.446,0.619,0.269
4452,Autazes,0.420,0.494,0.699,0.214
4452,Chapadinha,0.420,0.466,0.640,0.249
4452,Maiquinique,0.420,0.506,0.635,0.231
4452,Trairi,0.420,0.438,0.722,0.235
4452,Fortaleza dos Nogueiras,0.420,0.467,0.640,0.248
4452,Amajari,0.420,0.499,0.698,0.212
4452,Esperantina,0.420,0.489,0.654,0.231
4452,Rio Formoso,0.420,0.485,0.681,0.225
4452,Ituacu,0.420,0.542,0.661,0.207
4452,Ulianopolis,0.420,0.667,0.676,0.164
4452,Buerarema,0.420,0.496,0.631,0.236
4452,Almas,0.420,0.532,0.657,0.212
4474,Pedrao,0.419,0.430,0.666,0.256
4474,Sao Felix do Tocantins,0.419,0.545,0.636,0.212
4474,Sao Salvador do Tocantins,0.419,0.479,0.657,0.233
4474,Santana do Sao Francisco,0.419,0.445,0.596,0.277
4474,Laranjal,0.419,0.522,0.693,0.204
4474,Pedra Grande,0.419,0.465,0.642,0.247
4474,Maragogi,0.419,0.465,0.714,0.222
4474,Condeuba,0.419,0.517,0.680,0.209
4474,Boa Viagem,0.419,0.484,0.659,0.231
4474,Palmopolis,0.419,0.454,0.674,0.241
4474,Irituia,0.419,0.538,0.689,0.198
4474,Umari,0.419,0.444,0.637,0.260
4474,Carnaubal,0.419,0.472,0.629,0.247
4474,Coruripe,0.419,0.515,0.638,0.224
4474,Piata,0.419,0.470,0.687,0.228
4474,Varzelandia,0.419,0.468,0.697,0.226
4474,Arneiroz,0.419,0.421,0.633,0.277
4491,Varzedo,0.418,0.472,0.675,0.230
4491,Monte Alegre de Goias,0.418,0.503,0.707,0.206
4491,Lagoa de Dentro,0.418,0.460,0.660,0.241
4491,Itubera,0.418,0.506,0.626,0.230
4491,Davinopolis,0.418,0.461,0.617,0.256
4491,Machados,0.418,0.494,0.639,0.231
4491,Pedra,0.418,0.496,0.651,0.226
4491,Tururu,0.418,0.414,0.686,0.258
4491,Sao Caitano,0.418,0.509,0.639,0.224
4491,Vila Flor,0.418,0.582,0.660,0.190
4491,Prata do Piaui,0.418,0.457,0.673,0.237
4491,Pilar,0.418,0.505,0.634,0.228
4491,Canguaretama,0.418,0.470,0.633,0.245
4504,Casinhas,0.417,0.483,0.620,0.242
4504,Altaneira,0.417,0.490,0.647,0.228
4504,Galinhos,0.417,0.463,0.689,0.227
4504,Cafarnaum,0.417,0.499,0.611,0.237
4504,Piacabucu,0.417,0.486,0.658,0.226
4504,Serra de Sao Bento,0.417,0.412,0.703,0.250
4504,Barras,0.417,0.466,0.639,0.243
4504,Santa Barbara,0.417,0.470,0.646,0.239
4504,Saloa,0.417,0.474,0.639,0.239
4504,Contendas do Sincora,0.417,0.502,0.603,0.240
4504,Cachoeira de Pajeu,0.417,0.477,0.678,0.224
4504,Cicero Dantas,0.417,0.514,0.587,0.241
4504,Bodo,0.417,0.469,0.643,0.241
4504,Ipubi,0.417,0.489,0.657,0.225
4518,Coronel Ezequiel,0.416,0.444,0.704,0.231
4518,Mundo Novo,0.416,0.493,0.680,0.215
4518,Xique-Xique,0.416,0.470,0.613,0.250
4518,Potiragua,0.416,0.455,0.657,0.241
4518,Quixaba,0.416,0.456,0.604,0.262
4518,Goianorte,0.416,0.534,0.663,0.203
4518,Sao Jose de Piranhas,0.416,0.483,0.642,0.233
4518,Upanema,0.416,0.449,0.623,0.257
4518,Sao Vicente Ferrer,0.416,0.478,0.657,0.230
4518,Aroazes,0.416,0.468,0.630,0.244
4518,Carire,0.416,0.452,0.700,0.228
4518,Lagoa D'Anta,0.416,0.477,0.646,0.234
4518,Igarape-Miri,0.416,0.486,0.714,0.207
4518,Crisolita,0.416,0.518,0.711,0.195
4518,Cristalandia do Piaui,0.416,0.458,0.632,0.248
4518,Nova Iorque,0.416,0.476,0.617,0.246
4518,Belem,0.416,0.465,0.655,0.236
4518,Taperoa,0.416,0.459,0.631,0.248
4536,Palmas de Monte Alto,0.415,0.532,0.692,0.194
4536,Tanque Novo,0.415,0.471,0.690,0.220
4536,Morrinhos,0.415,0.452,0.654,0.241
4536,Alhandra,0.415,0.489,0.640,0.229
4536,Itaubal,0.415,0.496,0.634,0.227
4536,Bom Jesus,0.415,0.469,0.661,0.230
4536,Agua Branca,0.415,0.466,0.606,0.253
4536,Sao Joao de Pirabas,0.415,0.471,0.724,0.210
4536,Sao Geraldo do Araguaia,0.415,0.564,0.748,0.170
4536,Paulista,0.415,0.508,0.643,0.219
4536,Sao Pedro da Agua Branca,0.415,0.498,0.606,0.237
4536,Vicosa,0.415,0.505,0.641,0.221
4536,Acarau,0.415,0.483,0.671,0.220
4536,Buritis,0.415,0.660,0.672,0.161
4536,Nina Rodrigues,0.415,0.394,0.648,0.280
4551,Itaipe,0.414,0.521,0.711,0.192
4551,Frei Miguelinho,0.414,0.481,0.697,0.212
4551,Santa Luz,0.414,0.436,0.673,0.242
4551,Brejolandia,0.414,0.444,0.697,0.229
4551,Cidelandia,0.414,0.481,0.608,0.242
4551,Iuiu,0.414,0.463,0.658,0.233
4551,Rio Grande do Piaui,0.414,0.482,0.687,0.215
4551,Bonito,0.414,0.529,0.624,0.215
4551,Gentio do Ouro,0.414,0.510,0.612,0.227
4551,Barauna,0.414,0.507,0.631,0.222
4551,Santa Teresinha,0.414,0.467,0.709,0.214
4551,Boquira,0.414,0.482,0.692,0.212
4551,Japaratinga,0.414,0.490,0.700,0.207
4564,Bonito de Santa Fe,0.413,0.491,0.657,0.219
4564,Baia da Traicao,0.413,0.447,0.607,0.259
4564,Catuti,0.413,0.437,0.671,0.241
4564,Barcelona,0.413,0.470,0.679,0.221
4564,Monte do Carmo,0.413,0.513,0.669,0.206
4564,Sao Jose de Princesa,0.413,0.439,0.662,0.243
4564,Cacimba de Areia,0.413,0.452,0.639,0.244
4564,Aricanduva,0.413,0.474,0.697,0.213
4564,Amatura,0.413,0.436,0.694,0.233
4564,Jandaira,0.413,0.477,0.601,0.245
4564,Angelandia,0.413,0.574,0.654,0.188
4564,Serra do Ramalho,0.413,0.438,0.642,0.250
4564,Bernardo do Mearim,0.413,0.463,0.625,0.243
4564,Cocos,0.413,0.482,0.672,0.217
4564,Barreiras do Piaui,0.413,0.490,0.679,0.211
4564,Comercinho,0.413,0.428,0.698,0.236
4564,Lagoa de Itaenga,0.413,0.486,0.686,0.212
4564,Patis,0.413,0.433,0.682,0.238
4582,Catarina,0.412,0.416,0.629,0.267
4582,Arraial,0.412,0.458,0.684,0.223
4582,Quixabeira,0.412,0.445,0.629,0.249
4582,Santa Maria do Tocantins,0.412,0.456,0.656,0.233
4582,Rio Real,0.412,0.509,0.613,0.224
4582,Acopiara,0.412,0.498,0.637,0.220
4582,Miguel Leao,0.412,0.478,0.708,0.206
4582,Maracas,0.412,0.467,0.629,0.238
4582,Rio da Conceicao,0.412,0.478,0.594,0.246
4582,Marizopolis,0.412,0.490,0.642,0.223
4582,Exu,0.412,0.456,0.652,0.235
4582,Juarez Tavora,0.412,0.491,0.642,0.222
4582,Mar Vermelho,0.412,0.448,0.677,0.230
4582,Montes Altos,0.412,0.484,0.608,0.237
4582,Barra da Estiva,0.412,0.506,0.693,0.200
4582,Olinda Nova do Maranhao,0.412,0.417,0.603,0.278
4582,Parecis,0.412,0.505,0.686,0.202
4582,Vitorino Freire,0.412,0.484,0.606,0.238
4582,Campestre,0.412,0.480,0.601,0.243
4601,Ponte Alta do Bom Jesus,0.411,0.539,0.699,0.184
4601,Canhoba,0.411,0.451,0.613,0.252
4601,Alagoinha,0.411,0.485,0.662,0.216
4601,Iguai,0.411,0.505,0.696,0.198
4601,Tacaratu,0.411,0.458,0.598,0.253
4601,Feliz Deserto,0.411,0.436,0.687,0.231
4601,Floresta do Araguaia,0.411,0.502,0.738,0.188
4601,Gilbues,0.411,0.492,0.702,0.201
4601,Pocao,0.411,0.478,0.580,0.250
4601,Sao Bento do Tocantins,0.411,0.458,0.594,0.255
4601,Agua Nova,0.411,0.409,0.652,0.260
4612,Santa Rosa do Tocantins,0.410,0.495,0.656,0.212
4612,Chapada de Areia,0.410,0.595,0.628,0.185
4612,Calumbi,0.410,0.455,0.613,0.247
4612,Calcado,0.410,0.463,0.606,0.245
4612,Ruy Barbosa,0.410,0.448,0.645,0.239
4612,Darcinopolis,0.410,0.467,0.652,0.226
4612,Curral Velho,0.410,0.445,0.636,0.244
4612,Serrita,0.410,0.465,0.691,0.214
4612,Sitio Novo,0.410,0.427,0.678,0.238
4612,Pe de Serra,0.410,0.452,0.653,0.233
4612,Cubati,0.410,0.498,0.631,0.220
4623,Sao Miguel do Guapore,0.409,0.578,0.660,0.179
4623,Monsenhor Hipolito,0.409,0.549,0.620,0.201
4623,Ipaporanga,0.409,0.413,0.715,0.231
4623,Couto Magalhaes,0.409,0.525,0.628,0.208
4623,Juazeirinho,0.409,0.471,0.640,0.227
4623,Sobrado,0.409,0.462,0.637,0.232
4623,Vale do Anari,0.409,0.644,0.660,0.161
4623,Senhora do Porto,0.409,0.522,0.696,0.189
4623,Itapitanga,0.409,0.486,0.651,0.216
4623,Betania,0.409,0.428,0.663,0.241
4623,Duas Estradas,0.409,0.482,0.662,0.215
4623,Paraibano,0.409,0.504,0.584,0.233
4623,Montezuma,0.409,0.498,0.701,0.196
4623,Eirunepe,0.409,0.458,0.648,0.230
4637,Anama,0.408,0.514,0.634,0.209
4637,Colinas,0.408,0.468,0.588,0.246
4637,Granito,0.408,0.438,0.657,0.236
4637,Itambe,0.408,0.480,0.598,0.236
4637,Coronel Joao Pessoa,0.408,0.437,0.652,0.238
4637,Joaquim Nabuco,0.408,0.484,0.633,0.222
4637,Santa Maria das Barreiras,0.408,0.549,0.728,0.170
4637,Montanhas,0.408,0.471,0.615,0.234
4637,Marcionilio Souza,0.408,0.487,0.611,0.228
4637,Santa Maria,0.408,0.485,0.668,0.210
4637,Massaranduba,0.408,0.477,0.632,0.226
4637,Pai Pedro,0.408,0.465,0.666,0.219
4637,Sao Jose do Peixe,0.408,0.460,0.645,0.229
4637,Cuitegi,0.408,0.463,0.631,0.232
4637,Euclides da Cunha,0.408,0.484,0.630,0.222
4637,Alcantil,0.408,0.456,0.625,0.238
4637,Igaracy,0.408,0.465,0.657,0.222
4637,Umbauba,0.408,0.497,0.591,0.232
4655,Carrasco Bonito,0.407,0.425,0.591,0.268
4655,Centenario,0.407,0.459,0.655,0.224
4655,Dirceu Arcoverde,0.407,0.488,0.654,0.212
4655,Jaguaripe,0.407,0.465,0.669,0.216
4655,Atalaia,0.407,0.474,0.701,0.203
4655,Barra de Santana,0.407,0.435,0.619,0.250
4655,Caapora,0.407,0.494,0.625,0.219
4655,Tobias Barreto,0.407,0.517,0.573,0.227
4655,Santa Cruz de Salinas,0.407,0.431,0.653,0.240
4655,Martinopole,0.407,0.424,0.621,0.256
4655,Serra Redonda,0.407,0.503,0.632,0.212
4666,Pindobacu,0.406,0.481,0.637,0.218
4666,Coreau,0.406,0.444,0.680,0.221
4666,Piripa,0.406,0.475,0.690,0.204
4666,Ibaretama,0.406,0.440,0.659,0.231
4666,Assuncao,0.406,0.499,0.608,0.221
4666,Olhos-D'Agua,0.406,0.462,0.757,0.192
4666,Cruz do Espirito Santo,0.406,0.473,0.662,0.214
4666,Capoeiras,0.406,0.464,0.639,0.225
4666,Uniao dos Palmares,0.406,0.504,0.655,0.203
4666,Sape,0.406,0.482,0.606,0.229
4666,Maracana,0.406,0.447,0.697,0.215
4666,Sao Jose de Espinharas,0.406,0.464,0.667,0.216
4666,Sao Joao da Ponte,0.406,0.490,0.701,0.195
4666,Quatipuru,0.406,0.460,0.662,0.220
4666,Bela Cruz,0.406,0.441,0.621,0.244
4666,Umbuzeiro,0.406,0.466,0.606,0.237
4666,Japoata,0.406,0.466,0.647,0.222
4666,Graca Aranha,0.406,0.436,0.618,0.248
4684,Cumaru do Norte,0.405,0.608,0.726,0.151
4684,Alcantara,0.405,0.433,0.627,0.244
4684,Olho D'Agua das Flores,0.405,0.511,0.633,0.206
4684,Paramoti,0.405,0.424,0.666,0.235
4684,Catuji,0.405,0.490,0.678,0.200
4684,Nova Soure,0.405,0.465,0.629,0.227
4684,Emas,0.405,0.437,0.656,0.232
4684,Quiterianopolis,0.405,0.462,0.732,0.197
4684,Cotegipe,0.405,0.472,0.646,0.218
4684,Lima Campos,0.405,0.479,0.585,0.237
4684,Camalau,0.405,0.466,0.637,0.223
4684,Tenente Ananias,0.405,0.434,0.655,0.234
4684,Almadina,0.405,0.487,0.657,0.207
4684,Ilha Grande,0.405,0.447,0.577,0.258
4684,Nova Uniao,0.405,0.549,0.681,0.178
4684,Vereda,0.405,0.495,0.638,0.211
4684,Hugo Napoleao,0.405,0.418,0.648,0.245
4684,Frei Lagonegro,0.405,0.438,0.653,0.233
4684,Paripiranga,0.405,0.504,0.592,0.223
4684,Piloezinhos,0.405,0.458,0.705,0.206
4704,Inaja,0.404,0.460,0.597,0.240
